Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,2.8582653592134823,[D@56ace400,76.0%,76.0%,25.165562913907287%,38,38,38,151
2,3.1645529931733125,[D@47404bea,80.0%,80.0%,23.25581395348837%,40,40,40,172
3,3.483772592132132,[D@305f7627,84.0%,84.0%,26.25%,42,42,42,160
4,3.6191796911052347,[D@5d018107,86.0%,86.0%,28.47682119205298%,43,43,43,151
5,3.75506822703132,[D@6cbcf243,88.0%,88.0%,28.947368421052634%,44,44,44,152
6,3.8258730380327126,[D@29e6eb25,88.0%,88.0%,28.75816993464052%,44,44,44,153
7,3.8602375028374807,[D@62435e70,88.0%,88.0%,28.75816993464052%,44,44,44,153
8,3.891933092065875,[D@339bf286,88.0%,88.0%,28.75816993464052%,44,44,44,153
9,3.898838033805418,[D@38be305c,88.0%,88.0%,28.75816993464052%,44,44,44,153
10,3.9138391262517174,[D@269f4bad,88.0%,88.0%,26.993865030674847%,44,44,44,163
11,4.039128501560283,[D@5ed731d0,90.0%,90.0%,27.607361963190186%,45,45,45,163
12,4.077224733548547,[D@3234f74e,90.0%,90.0%,27.439024390243905%,45,45,45,164
13,4.113699928266059,[D@7bc10d84,90.0%,90.0%,27.439024390243905%,45,45,45,164
14,4.1785114207388645,[D@275fe372,90.0%,90.0%,27.439024390243905%,45,45,45,164
15,4.184416390001935,[D@40e10ff8,90.0%,90.0%,27.439024390243905%,45,45,45,164
16,4.1854874578138,[D@557a1e2d,90.0%,90.0%,27.439024390243905%,45,45,45,164
17,4.268750176948518,[D@26a4842b,92.0%,92.0%,26.436781609195403%,46,46,46,174
18,4.388787379366558,[D@7e38a7fe,94.0%,94.0%,26.857142857142858%,47,47,47,175
19,4.412168101152617,[D@366ef90e,94.0%,94.0%,26.704545454545453%,47,47,47,176
20,4.429051961962818,[D@33e01298,94.0%,94.0%,26.704545454545453%,47,47,47,176
21,4.429500486033588,[D@31e75d13,94.0%,94.0%,26.704545454545453%,47,47,47,176
22,4.4323634375696805,[D@a5b0b86,94.0%,94.0%,26.704545454545453%,47,47,47,176
23,4.4363037282178865,[D@4b3c354a,94.0%,94.0%,26.704545454545453%,47,47,47,176
24,4.4393420209378895,[D@78fb9a67,94.0%,94.0%,26.704545454545453%,47,47,47,176
25,4.487880135901296,[D@73ff4fae,96.0%,96.0%,27.27272727272727%,48,48,48,176
26,4.451323534310143,[D@21aa6d6c,94.0%,94.0%,26.704545454545453%,47,47,47,176
27,4.458361559088529,[D@b968a76,94.0%,94.0%,26.704545454545453%,47,47,47,176
28,4.458361559088529,[D@2f9a01c1,94.0%,94.0%,26.704545454545453%,47,47,47,176
29,4.458361559088529,[D@2611b9a3,94.0%,94.0%,25.0%,47,47,47,188
30,4.462912949719285,[D@54227100,94.0%,94.0%,25.0%,47,47,47,188
31,4.464770436896953,[D@6b5894c8,94.0%,94.0%,25.0%,47,47,47,188
32,4.466313865769871,[D@1433046b,94.0%,94.0%,25.0%,47,47,47,188
33,4.472201917919899,[D@3f446bef,94.0%,94.0%,25.0%,47,47,47,188
34,4.48538719874391,[D@7829b776,94.0%,94.0%,25.0%,47,47,47,188
35,4.48538719874391,[D@5778826f,94.0%,94.0%,25.0%,47,47,47,188
36,4.48538719874391,[D@5b64c4b7,94.0%,94.0%,25.0%,47,47,47,188
37,4.489980188613372,[D@4763c727,94.0%,94.0%,25.0%,47,47,47,188
38,4.498770617515454,[D@72445aba,94.0%,94.0%,25.0%,47,47,47,188
39,4.499216404603165,[D@61bcd567,94.0%,94.0%,25.0%,47,47,47,188
40,4.499216404603165,[D@1c80e49b,94.0%,94.0%,25.0%,47,47,47,188
41,4.514226819490944,[D@458342d3,94.0%,94.0%,25.0%,47,47,47,188
42,4.515629943728377,[D@15c25153,94.0%,94.0%,25.0%,47,47,47,188
43,4.519103595878348,[D@1252b961,94.0%,94.0%,25.0%,47,47,47,188
44,4.519103595878348,[D@9ed238c,94.0%,94.0%,25.0%,47,47,47,188
45,4.519103595878348,[D@56276db8,94.0%,94.0%,25.0%,47,47,47,188
46,4.5281232557394295,[D@51e8e6e6,94.0%,94.0%,25.0%,47,47,47,188
47,4.541280885776395,[D@56f6d40b,94.0%,94.0%,25.0%,47,47,47,188
48,4.550519478523994,[D@36676c1a,94.0%,94.0%,25.0%,47,47,47,188
49,4.553519478523993,[D@5b408dc3,94.0%,94.0%,25.0%,47,47,47,188
50,4.628519478523994,[D@4d098f9b,96.0%,96.0%,25.53191489361702%,48,48,48,188
51,4.628519478523994,[D@2dbf4cbd,96.0%,96.0%,25.396825396825395%,48,48,48,189
52,4.6448688871805,[D@20b5f2ac,96.0%,96.0%,25.396825396825395%,48,48,48,189
53,4.6448688871805,[D@7fc44dec,96.0%,96.0%,25.396825396825395%,48,48,48,189
54,4.649173677663001,[D@7e3060d8,96.0%,96.0%,25.396825396825395%,48,48,48,189
55,4.649173677663001,[D@293d0107,96.0%,96.0%,25.396825396825395%,48,48,48,189
56,4.652022535464797,[D@2692b61e,96.0%,96.0%,25.396825396825395%,48,48,48,189
57,4.652022535464797,[D@7b64240d,96.0%,96.0%,25.396825396825395%,48,48,48,189
58,4.656189591724729,[D@62fad19,96.0%,96.0%,25.396825396825395%,48,48,48,189
59,4.660795143000194,[D@47dbb1e2,96.0%,96.0%,25.396825396825395%,48,48,48,189
60,4.660795143000194,[D@74cadd41,96.0%,96.0%,25.396825396825395%,48,48,48,189
61,4.660795143000194,[D@2e54db99,96.0%,96.0%,25.396825396825395%,48,48,48,189
62,4.660795143000194,[D@55e8ec2f,96.0%,96.0%,25.396825396825395%,48,48,48,189
63,4.727992704066481,[D@4f2613d1,98.0%,98.0%,25.925925925925924%,49,49,49,189
64,4.727992704066481,[D@6d24ffa1,98.0%,98.0%,25.789473684210527%,49,49,49,190
65,4.729288334207467,[D@65a4798f,98.0%,98.0%,25.789473684210527%,49,49,49,190
66,4.729288334207467,[D@773f7880,98.0%,98.0%,25.789473684210527%,49,49,49,190
67,4.7305284501244875,[D@878452d,98.0%,98.0%,25.789473684210527%,49,49,49,190
68,4.732276514222283,[D@426b6a74,98.0%,98.0%,25.789473684210527%,49,49,49,190
69,4.732276514222283,[D@4c51bb7,98.0%,98.0%,25.789473684210527%,49,49,49,190
70,4.732276514222283,[D@83298d7,98.0%,98.0%,25.789473684210527%,49,49,49,190
71,4.73509836863741,[D@42a9e5d1,98.0%,98.0%,25.789473684210527%,49,49,49,190
72,4.73509836863741,[D@5b080f3a,98.0%,98.0%,25.789473684210527%,49,49,49,190
73,4.73633443661491,[D@773cbf4f,98.0%,98.0%,25.789473684210527%,49,49,49,190
74,4.736926795762156,[D@6b54655f,98.0%,98.0%,25.789473684210527%,49,49,49,190
75,4.743728756734971,[D@665e9289,98.0%,98.0%,25.789473684210527%,49,49,49,190
76,4.743728756734971,[D@7d3430a7,98.0%,98.0%,25.789473684210527%,49,49,49,190
77,4.743728756734971,[D@6f603e89,98.0%,98.0%,25.789473684210527%,49,49,49,190
78,4.743728756734971,[D@2756c0a7,98.0%,98.0%,25.789473684210527%,49,49,49,190
79,4.757742901440628,[D@350ec41e,98.0%,98.0%,25.789473684210527%,49,49,49,190
80,4.757742901440628,[D@69637b10,98.0%,98.0%,25.789473684210527%,49,49,49,190
81,4.7595002607535095,[D@71984c3,98.0%,98.0%,25.789473684210527%,49,49,49,190
82,4.7595002607535095,[D@165b2f7f,98.0%,98.0%,25.789473684210527%,49,49,49,190
83,4.7595002607535095,[D@5536379e,98.0%,98.0%,25.789473684210527%,49,49,49,190
84,4.7595002607535095,[D@277f7dd3,98.0%,98.0%,25.789473684210527%,49,49,49,190
85,4.7595002607535095,[D@6c8bca63,98.0%,98.0%,25.789473684210527%,49,49,49,190
86,4.7595002607535095,[D@2364305a,98.0%,98.0%,25.789473684210527%,49,49,49,190
87,4.7595002607535095,[D@470a696f,98.0%,98.0%,25.789473684210527%,49,49,49,190
