Iteration,Vehicle_ID,X,Y,Utility,Capacity,Neighbours
20,0,341,607,4.6958618734850885,0,0,2
20,1,352,532,4.841886116991581,0,0,2
20,2,446,492,4.95,0,0,2
20,3,404,615,4.888196601125011,0,0,2
20,4,613,272,4.708452405257734,0,0,3
20,5,488,630,4.664589803375032,0,0,3
20,6,547,621,4.679843788128358,0,0,2
20,7,531,507,4.745049024320361,0,0,3
20,8,454,448,0.0,1,0,2
20,9,461,388,4.85,0,0,2
20,10,610,329,4.619211344706804,0,0,2
20,11,614,279,4.65,0,0,2
20,12,419,527,4.745049024320361,0,0,3
20,13,442,520,4.95,0,0,3
20,14,648,333,4.683772233983162,0,0,3
20,15,592,416,4.888196601125011,0,0,2
20,16,347,442,4.4409830056250525,0,0,3
20,17,298,431,4.929289321881345,0,0,2
20,18,592,250,4.646446609406726,0,0,2
20,19,417,271,4.5968871125850725,0,0,2
20,20,585,398,4.639444872453601,0,0,3
20,21,525,470,4.75,0,0,3
20,22,366,505,4.619211344706804,0,0,3
20,23,256,352,4.243362702478922,0,0,3
20,24,562,477,4.841886116991581,0,0,2
20,25,585,434,4.95,0,0,2
20,26,408,619,4.635994505535973,0,0,3
20,27,340,403,4.95,0,0,3
20,28,558,693,4.730741759643275,0,0,2
20,29,712,388,4.9,0,0,2
20,30,354,232,4.888196601125011,0,0,3
20,31,587,642,0.0,1,0,3
20,32,636,586,4.858578643762691,0,0,2
20,33,328,369,0.0,1,0,2
20,34,469,451,4.888196601125011,0,0,2
20,35,487,292,4.793844718719117,0,0,2
20,36,484,360,0.0,1,0,3
20,37,466,384,4.95,0,0,1
20,38,592,409,4.95,0,0,2
20,39,633,184,4.776393202250022,0,0,2
20,40,263,379,4.65,0,0,3
20,41,770,642,3.377501926041205,0,0,3
20,42,489,346,4.776393202250022,0,0,2
20,43,746,347,4.4409830056250525,0,0,2
20,44,440,675,4.699999999999999,0,0,3
20,45,451,755,4.3199264745632275,0,0,3
20,46,543,745,4.3199264745632275,0,0,3
20,47,435,327,0.0,1,0,1
20,48,297,260,0.0,1,0,2
20,49,585,518,0.0,1,0,2
20,50,485,561,0.0,1,0,2
20,51,233,609,0.0,1,0,2
20,52,177,641,0.0,1,0,2
20,53,756,379,0.0,1,0,2
20,54,512,376,0.0,1,0,2
20,55,338,496,0.0,1,0,2
20,56,502,402,0.0,1,0,2
20,57,408,599,0.0,1,0,2
20,58,545,324,0.0,1,0,2
20,59,407,537,0.0,1,0,2
20,60,399,550,0.0,1,0,2
20,61,397,503,0.0,1,0,2
20,62,712,643,0.0,1,0,2
20,63,331,380,4.8197224362268,0,0,2
20,64,475,341,0.0,1,0,2
20,65,592,525,0.0,1,0,2
20,66,592,630,0.0,1,0,2
20,67,544,745,0.0,1,0,2
20,68,462,495,0.0,1,0,2
20,69,571,628,0.0,1,0,2
20,70,343,466,0.0,1,0,2
20,71,498,426,0.0,1,0,2
20,72,415,688,0.0,1,0,2
20,73,690,415,0.0,1,0,2
20,74,592,282,0.0,1,0,2
20,75,428,488,0.0,1,0,2
20,76,405,449,0.0,1,0,2
20,77,504,534,0.0,1,0,2
20,78,448,483,0.0,1,0,2
20,79,327,440,0.0,1,0,2
20,80,396,453,0.0,1,0,2
20,81,685,629,0.0,1,0,2
20,82,631,599,0.0,1,0,2
20,83,355,617,0.0,1,0,2
20,84,652,518,0.0,1,0,2
20,85,648,504,0.0,1,0,2
20,86,286,493,0.0,1,0,2
20,87,497,828,0.0,1,0,2
20,88,550,509,0.0,1,0,2
