Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.1855851698301905,[D@35083305,84.0%,84.0%,29.78723404255319%,42,42,42,141
2,3.673016209016818,[D@8e0379d,88.0%,88.0%,26.035502958579883%,44,44,44,169
3,3.8889045991087685,[D@341b80b2,92.0%,92.0%,29.29936305732484%,46,46,46,157
4,3.9711940913702235,[D@55a1c291,90.0%,90.0%,28.662420382165603%,45,45,45,157
5,4.13155312750391,[D@2145433b,92.0%,92.0%,29.11392405063291%,46,46,46,158
6,4.174646164866513,[D@2890c451,92.0%,92.0%,28.930817610062892%,46,46,46,159
7,4.271748390865896,[D@40e6dfe1,92.0%,92.0%,28.930817610062892%,46,46,46,159
8,4.2816335039412285,[D@1b083826,92.0%,92.0%,28.930817610062892%,46,46,46,159
9,4.353197703276439,[D@105fece7,94.0%,94.0%,27.810650887573964%,47,47,47,169
10,4.36894073500792,[D@3ec300f1,94.0%,94.0%,27.647058823529413%,47,47,47,170
11,4.382028741259698,[D@482cd91f,94.0%,94.0%,27.647058823529413%,47,47,47,170
12,4.38554294938099,[D@123f1134,94.0%,94.0%,27.647058823529413%,47,47,47,170
13,4.38754294938099,[D@7d68ef40,94.0%,94.0%,27.647058823529413%,47,47,47,170
14,4.38754294938099,[D@5b0abc94,94.0%,94.0%,27.647058823529413%,47,47,47,170
15,4.405678102759375,[D@75c072cb,94.0%,94.0%,25.82417582417583%,47,47,47,182
16,4.428239294511192,[D@1f1c7bf6,94.0%,94.0%,25.82417582417583%,47,47,47,182
17,4.433618061726557,[D@25b485ba,94.0%,94.0%,25.82417582417583%,47,47,47,182
18,4.4863145853886115,[D@2b546384,96.0%,96.0%,26.373626373626376%,48,48,48,182
19,4.539259187400538,[D@5d740a0f,96.0%,96.0%,26.229508196721312%,48,48,48,183
20,4.5396734009629105,[D@214b199c,96.0%,96.0%,26.229508196721312%,48,48,48,183
21,4.553106179710962,[D@20d3d15a,96.0%,96.0%,26.229508196721312%,48,48,48,183
22,4.553106179710962,[D@2893de87,96.0%,96.0%,26.229508196721312%,48,48,48,183
23,4.554097369647395,[D@55ca8de8,96.0%,96.0%,26.229508196721312%,48,48,48,183
24,4.554097369647395,[D@2c34f934,96.0%,96.0%,26.229508196721312%,48,48,48,183
25,4.556259647307564,[D@12d3a4e9,96.0%,96.0%,26.229508196721312%,48,48,48,183
