Iteration,Cheesecake,Profiterole,Mucake
1,1,21,19
2,1,20,24
3,0,20,26
4,0,23,23
5,0,23,23
6,0,24,23
7,0,23,25
8,1,24,23
9,1,26,23
10,1,27,22
11,1,25,24
12,1,25,24
13,0,27,23
14,0,27,23
15,0,26,24
16,0,26,24
17,0,26,24
18,0,24,26
19,0,25,25
20,0,26,24
21,0,26,24
22,0,26,24
23,0,29,21
24,0,27,23
25,0,25,25
26,0,24,26
27,0,24,26
28,0,25,25
29,0,26,24
30,0,26,24
31,0,25,25
32,0,25,25
33,0,24,26
34,0,24,26
35,0,25,25
36,0,25,25
37,0,25,25
38,0,25,25
39,0,24,26
40,0,25,25
41,0,25,25
42,0,24,26
43,0,25,25
44,0,25,25
45,0,26,24
46,0,28,22
47,0,28,22
48,0,28,22
49,0,29,21
50,0,29,21
51,0,30,20
52,0,30,20
53,0,30,20
54,0,29,21
55,0,29,21
56,0,29,21
57,0,29,21
58,0,30,20
59,0,31,19
60,0,31,19
61,0,31,19
62,0,31,19
63,0,31,19
64,0,31,19
65,0,31,19
66,0,31,19
67,0,30,20
68,0,30,20
69,0,30,20
70,0,30,20
71,0,31,19
72,0,30,20
73,0,30,20
74,0,30,20
75,0,31,19
76,0,31,19
77,0,31,19
78,0,31,19
79,0,31,19
80,0,31,19
81,0,31,19
82,0,31,19
83,0,31,19
84,0,31,19
85,0,31,19
86,0,31,19
87,0,31,19
88,0,31,19
89,0,31,19
90,0,30,20
91,0,29,21
92,0,29,21
93,0,29,21
94,0,29,21
95,0,29,21
96,0,29,21
97,0,29,21
98,0,29,21
99,0,29,21
100,0,29,21
