Iteration,Cheesecake,Profiterole,Mucake
1,0,21,20
2,0,23,18
3,0,26,19
4,0,27,19
5,0,26,20
6,0,26,20
7,0,27,19
8,0,26,20
9,0,23,23
10,0,24,22
11,0,25,22
12,0,26,21
13,0,27,20
14,0,23,24
15,0,22,25
16,0,22,25
17,0,22,25
18,0,23,24
19,0,22,25
20,0,19,28
21,0,19,28
22,0,20,27
23,0,19,28
24,0,20,27
25,0,20,27
26,0,20,27
27,0,21,26
28,0,21,26
29,0,22,25
30,1,22,24
31,1,22,24
32,1,22,24
33,1,22,24
34,1,22,24
35,1,21,25
36,2,20,25
37,2,20,25
38,2,22,23
39,2,22,23
40,1,23,23
41,1,23,23
42,1,22,24
43,1,22,24
44,1,23,23
45,1,24,22
46,1,24,23
47,1,24,23
48,0,26,22
49,0,26,22
50,0,26,22
51,0,25,23
52,0,24,24
53,0,24,24
54,0,24,24
55,0,25,23
56,0,25,23
57,0,25,23
58,0,26,22
59,0,25,23
60,0,25,23
61,0,24,24
62,0,24,24
63,0,24,24
64,0,23,25
65,0,24,24
66,0,25,23
67,0,24,24
68,0,26,22
69,0,25,23
70,0,25,23
71,0,25,23
72,0,25,23
73,0,25,23
74,0,25,23
75,0,25,23
76,0,24,24
77,0,24,24
78,0,25,23
79,0,25,23
80,0,25,23
81,0,25,23
82,0,25,23
83,0,25,23
84,0,25,23
85,0,25,23
86,0,25,23
87,0,24,24
88,0,24,24
89,0,24,24
90,0,24,24
91,0,24,24
92,0,24,24
93,0,24,24
94,0,24,24
95,0,24,24
96,0,24,24
97,0,25,23
98,0,25,23
99,0,25,23
100,0,26,22
