Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,0.0,[D@12958360,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
2,0.0,[D@c6e0f32,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
3,0.0,[D@6f3f0fae,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
4,0.0,[D@21a66d45,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
5,0.0,[D@1f966492,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
6,0.0,[D@63fdffcd,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
7,0.0,[D@7428de63,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
8,0.0,[D@66f659e6,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
9,0.0,[D@4a68135e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
10,0.0,[D@46678e49,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
11,0.0,[D@748e9b20,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
12,0.0,[D@2063c53e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
13,0.0,[D@2a9bc08f,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
14,0.0,[D@50f40653,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
15,0.0,[D@50a3d0f6,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
16,0.0,[D@6e57b5e9,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
17,0.0,[D@1abc9f14,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
18,0.0,[D@6a0ac48e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
19,0.0,[D@24e08d59,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
20,0.0,[D@77cb9cd1,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
21,0.0,[D@971e903,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
22,0.0,[D@35636217,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
23,0.0,[D@1549bba7,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
24,0.0,[D@3e4f80cb,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
25,0.0,[D@38704ff0,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
26,0.0,[D@16ade133,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
27,0.0,[D@4e61e4c2,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
28,0.0,[D@c6a6c1d,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
29,0.0,[D@36dfbdaf,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
30,0.0,[D@4f82663e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
31,0.0,[D@e04ccf8,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
32,0.0,[D@51d143a1,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
33,0.0,[D@1a28aef1,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
34,0.0,[D@4647881c,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
35,0.0,[D@6e0cff20,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
36,0.0,[D@359b650b,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
37,0.0,[D@6a9b0a6f,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
38,0.0,[D@10667848,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
39,0.0,[D@191a709b,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
40,0.0,[D@77c7ed8e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
41,0.0,[D@453d496b,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
42,0.0,[D@66bacdbc,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
43,0.0,[D@2c6ee758,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
44,0.0,[D@640dc4c6,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
45,0.0,[D@4b54af3d,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
46,0.0,[D@7bb35cc6,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
47,0.0,[D@203c20cf,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
48,0.0,[D@2a1debfa,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
49,0.0,[D@44de94c3,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
50,0.0,[D@256aa5f2,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
51,0.0,[D@6411d3c8,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
52,0.0,[D@2116b68b,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
53,0.0,[D@11de56e6,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
54,0.0,[D@616b241a,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
55,0.0,[D@b8e246c,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
56,0.0,[D@1f387978,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
57,0.0,[D@7cb2651f,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
58,0.0,[D@4441d567,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
59,0.0,[D@3e1624c7,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
60,0.0,[D@62b969c4,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
61,0.0,[D@dcc6211,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
62,0.0,[D@47ec7422,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
63,0.0,[D@48535004,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
64,0.0,[D@610df783,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
65,0.0,[D@f3fcd59,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
66,0.0,[D@2b56f5f8,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
67,0.0,[D@79d743e6,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
68,0.0,[D@776802b0,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
69,0.0,[D@64c4c01,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
70,0.0,[D@1aa99005,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
71,0.0,[D@592238c5,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
72,0.0,[D@6ee8dcd3,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
73,0.0,[D@a20b94b,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
74,0.0,[D@5cdf39b2,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
75,0.0,[D@14f3c6fc,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
76,0.0,[D@3cd59ef5,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
77,0.0,[D@33b082c5,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
78,0.0,[D@16073fa8,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
79,0.0,[D@1cc9cfb2,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
80,0.0,[D@cfbc8e8,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
81,0.0,[D@3bead518,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
82,0.0,[D@14bf57b2,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
83,0.0,[D@46d9aec8,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
84,0.0,[D@14379273,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
85,0.0,[D@7918c7f8,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
86,0.0,[D@17740dae,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
87,0.0,[D@1c504e66,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
88,0.0,[D@345cf395,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
89,0.0,[D@bc4d5e1,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
90,0.0,[D@3c6aa04a,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
