Iteration,Cheesecake,Profiterole,Mudcake
1,0,11,7
2,0,10,6
3,0,7,6
4,0,10,1
5,0,9,1
6,0,7,0
7,0,9,0
8,0,9,0
9,0,8,0
10,0,8,0
