Iteration,Cheesecake,Profiterole,Mudcake
1,0,10,7
2,0,10,3
3,0,10,2
4,0,8,2
5,0,10,2
6,0,9,1
7,0,7,1
8,0,9,0
9,0,6,0
10,0,7,0
