Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.39625006505565963,29,28.999999999999996%,17,17.0%,18,NaN,0,0.0,2.7176381847639157,10,100.0,2.5277104737817853,7,100.0
2,0.3302890398644156,28,28.000000000000004%,13,13.0%,18,NaN,0,0.0,2.7655235945378953,10,100.0,1.35653193926675,3,0.0
3,0.36565647216541836,33,33.0%,12,12.0%,17,NaN,0,0.0,3.2495213695473146,10,100.0,1.463990978123201,2,0.0
4,0.2595759463335962,17,17.0%,10,10.0%,16,NaN,0,0.0,2.1050349374056654,8,0.0,1.753070049177157,2,0.0
5,0.2875136384194942,26,26.0%,12,12.0%,15,NaN,0,0.0,2.79325368778216,10,100.0,1.204026883969992,2,0.0
6,0.17523029031309525,11,11.0%,10,10.0%,14,NaN,0,0.0,1.7083092086254854,9,100.0,1.07412307684008,1,0.0
7,0.1767173782992209,9,9.0%,8,8.0%,12,NaN,0,0.0,2.170976664886734,7,0.0,0.30392451082821736,1,100.0
8,0.14870477562581744,19,19.0%,9,9.0%,11,NaN,0,0.0,1.858809695322718,9,100.0,NaN,0,0.0
9,0.1654596362200273,8,8.0%,6,6.0%,10,NaN,0,0.0,2.363709088857533,6,0.0,NaN,0,0.0
10,0.1426256955549824,12,12.0%,7,7.000000000000001%,10,NaN,0,0.0,2.0375099364997484,7,100.0,NaN,0,0.0
