Iteration,Vehicle_ID,X,Y,Utility,Capacity,Neighbours
40,0,527,439,4.929289321881345,0,0,2
40,1,704,477,4.888196601125011,0,0,3
40,2,482,488,5.0,0,0,3
40,3,306,599,5.0,0,0,3
40,4,500,621,4.776393202250022,0,0,2
40,5,494,425,4.929289321881345,0,0,3
40,6,542,620,4.8197224362268,0,0,3
40,7,704,273,4.292893218813452,0,0,2
40,8,599,461,4.95,0,0,2
40,9,485,410,4.95,0,0,2
40,10,451,597,4.95,0,0,3
40,11,460,572,4.730741759643275,0,0,3
40,12,460,535,4.9,0,0,3
40,13,440,509,4.888196601125011,0,0,3
40,14,391,310,4.679843788128358,0,0,2
40,15,758,495,0.0,1,0,3
40,16,692,325,4.6958618734850885,0,0,3
40,17,423,439,4.745049024320361,0,0,3
40,18,640,504,4.9,0,0,3
40,19,458,626,4.858578643762691,0,0,3
40,20,299,512,4.6958618734850885,0,0,3
40,21,414,361,4.745049024320361,0,0,2
40,22,535,556,4.888196601125011,0,0,2
40,23,539,566,4.95,0,0,2
40,24,608,497,4.929289321881345,0,0,2
40,25,401,524,4.85,0,0,3
40,26,663,488,4.793844718719117,0,0,3
40,27,692,632,4.5968871125850725,0,0,3
40,28,456,597,4.75,0,0,3
40,29,442,478,4.858578643762691,0,0,2
40,30,330,531,4.85,0,0,3
40,31,606,676,4.787867965644035,0,0,3
40,32,465,560,4.888196601125011,0,0,3
40,33,610,358,4.95,0,0,2
40,34,518,407,4.75,0,0,2
40,35,528,492,0.0,1,0,2
40,36,430,315,4.664589803375032,0,0,2
40,37,273,500,4.575735931288072,0,0,2
40,38,456,527,4.841886116991581,0,0,2
40,39,430,442,4.793844718719117,0,0,3
40,40,531,617,4.888196601125011,0,0,3
40,41,731,435,4.447731949140637,0,0,2
40,42,613,532,5.0,0,0,2
40,43,570,585,5.0,0,0,2
40,44,610,432,4.841886116991581,0,0,3
40,45,482,522,4.85,0,0,2
40,46,595,712,0.0,1,0,2
40,47,498,490,4.841886116991581,0,0,3
40,48,598,454,0.0,1,0,1
40,49,435,705,0.0,1,0,2
40,50,526,472,0.0,1,0,2
40,51,604,585,0.0,1,0,2
40,52,632,513,0.0,1,0,2
40,53,482,793,0.0,1,0,2
40,54,267,586,0.0,1,0,2
40,55,666,451,0.0,1,0,2
40,56,328,425,0.0,1,0,2
40,57,672,513,0.0,1,0,2
40,58,561,412,0.0,1,0,2
40,59,398,526,0.0,1,0,2
40,60,612,490,0.0,1,0,2
40,61,584,457,0.0,1,0,2
40,62,419,240,0.0,1,0,2
40,63,542,605,0.0,1,0,2
40,64,463,606,0.0,1,0,2
40,65,523,610,0.0,1,0,2
40,66,536,515,0.0,1,0,2
40,67,419,522,0.0,1,0,2
40,68,659,765,0.0,1,0,2
