Iteration,Cheesecake,Profiterole,Mucake
1,1,28,18
2,1,25,21
3,0,26,21
4,0,27,21
5,0,28,20
6,0,24,24
7,0,25,23
8,0,25,23
9,0,24,24
10,0,25,23
11,0,24,24
12,0,24,24
13,0,25,23
14,0,25,23
15,0,23,25
16,0,21,27
17,0,21,27
18,0,22,26
19,0,21,27
20,0,21,27
21,0,21,27
22,0,21,27
23,0,22,26
24,0,21,27
25,0,21,27
26,0,21,27
27,0,23,25
28,0,22,26
29,0,22,26
30,0,22,26
31,0,23,25
32,0,23,25
33,0,23,25
34,0,23,25
35,0,22,26
36,0,22,26
37,0,22,26
38,0,22,26
39,0,22,26
40,0,22,26
41,0,22,26
42,0,21,27
43,0,22,26
44,0,22,26
45,0,22,26
46,0,21,27
47,0,21,27
48,0,21,27
49,0,21,27
50,0,21,27
51,0,21,27
52,0,20,28
53,0,19,29
54,0,18,30
55,0,19,29
56,0,19,29
57,0,19,29
58,0,20,28
59,0,20,28
60,0,20,28
61,0,21,27
62,0,21,27
63,0,21,27
64,0,22,26
65,0,23,25
66,0,23,25
67,0,22,26
68,0,22,26
69,0,22,26
70,0,22,26
71,0,22,26
72,0,23,25
73,0,23,25
74,0,24,24
75,0,24,24
76,0,23,25
77,0,23,25
78,0,23,25
79,0,23,25
80,0,23,25
81,0,23,25
82,0,23,25
83,0,24,24
84,0,24,24
85,0,24,24
86,0,23,25
87,0,22,26
88,0,22,26
89,0,22,26
90,0,23,25
91,0,23,25
92,0,22,26
93,0,22,26
94,0,22,26
95,0,22,26
96,1,22,25
97,1,21,26
98,1,21,26
99,1,21,26
100,1,21,26
