Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.9579070468953097,75,75.0%,32,32.0%,33,NaN,0,0.0,3.2368401530208235,19,100.0,3.1272984945963445,13,100.0
2,0.7919372418584537,67,67.0%,30,30.0%,33,NaN,0,0.0,2.9087109251007064,19,100.0,2.2364106278360527,11,0.0
3,0.770268165441146,71,71.0%,31,31.0%,33,NaN,0,0.0,2.5833542893063797,18,100.0,2.543869944716647,13,100.0
4,0.756155762160356,67,67.0%,32,32.0%,33,NaN,0,0.0,2.3038454786072693,19,100.0,2.8455298000920615,13,100.0
5,0.878427539589877,65,65.0%,29,28.999999999999996%,33,NaN,0,0.0,3.657585439604466,19,100.0,1.8338513371756084,10,0.0
6,0.7496481602950736,64,64.0%,30,30.0%,32,NaN,0,0.0,2.6381815589302815,20,100.0,2.4839366409831998,10,100.0
7,0.7259215711627895,63,63.0%,30,30.0%,32,NaN,0,0.0,2.7463386067417197,20,100.0,2.0411723588186255,10,100.0
8,0.8321782005252137,71,71.0%,30,30.0%,32,NaN,0,0.0,2.8526826628641038,19,100.0,2.9016849458103406,11,100.0
9,0.8049959487142263,69,69.0%,29,28.999999999999996%,32,NaN,0,0.0,2.811705117733132,20,100.0,2.7077197634493118,9,0.0
10,0.9112880388487072,67,67.0%,30,30.0%,32,NaN,0,0.0,3.3692807897415475,20,100.0,2.711246887978132,10,100.0
