Iteration,Cheesecake,Profiterole,Mucake
1,1,25,21
2,0,23,25
3,0,26,24
4,0,28,22
5,0,28,22
6,0,25,25
7,0,28,22
8,0,27,23
9,0,26,24
10,0,23,27
11,0,21,29
12,0,20,30
13,0,22,28
14,0,26,24
15,0,24,26
16,0,24,26
17,0,24,26
18,0,24,26
19,0,24,26
20,0,24,26
21,0,23,27
22,0,24,26
23,0,24,26
24,0,23,27
25,0,24,26
26,0,24,26
27,0,24,26
28,0,25,25
29,0,25,25
30,0,26,24
31,0,25,25
32,0,24,26
33,0,24,26
34,0,25,25
35,0,25,25
36,0,25,25
37,0,25,25
38,0,26,24
39,0,24,26
40,0,24,26
41,0,24,26
42,0,25,25
43,0,25,25
44,0,25,25
45,0,25,25
46,0,25,25
47,0,25,25
48,0,25,25
49,0,25,25
50,0,25,25
51,0,25,25
52,0,25,25
53,0,25,25
54,0,25,25
55,0,25,25
56,0,25,25
57,0,25,25
58,0,25,25
59,0,24,26
60,0,24,26
61,0,25,25
62,0,25,25
63,0,25,25
64,0,24,26
65,0,24,26
66,0,24,26
67,0,23,27
68,0,23,27
69,0,20,30
70,0,20,30
71,1,20,29
72,1,20,29
73,1,20,29
74,1,20,29
75,1,21,28
76,1,21,28
77,1,21,28
78,1,21,28
79,1,20,29
80,1,20,29
81,1,20,29
82,1,20,29
83,1,20,29
84,1,20,29
85,1,20,29
86,1,20,29
87,1,20,29
88,1,21,28
89,1,21,28
90,1,21,28
91,1,22,27
92,1,20,29
93,1,20,29
94,1,20,29
95,1,20,29
96,1,21,28
97,1,22,27
98,1,22,27
99,1,22,27
100,1,22,27
