Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.2557137469024754,23,23.0%,9,9.0%,18,NaN,0,0.0,2.841263854471949,9,100.0,0.0,0,0.0
2,0.3787253183453828,34,34.0%,13,13.0%,17,NaN,0,0.0,3.5603946108324585,10,100.0,1.1657960674092316,3,0.0
3,0.27353132560159293,26,26.0%,11,11.0%,16,NaN,0,0.0,2.638291618351874,10,100.0,0.9021269987481062,1,0.0
4,0.2912712265727125,34,34.0%,11,11.0%,15,NaN,0,0.0,2.9591934825938453,10,100.0,0.831460437975546,1,0.0
5,0.26890129099192067,21,21.0%,11,11.0%,14,NaN,0,0.0,2.472681621517344,10,100.0,2.3179972527679866,1,0.0
6,0.1821319576753471,11,11.0%,8,8.0%,14,NaN,0,0.0,1.7104531795879057,7,0.0,1.4095585756217808,1,0.0
7,0.25108830597192044,23,23.0%,10,10.0%,12,NaN,0,0.0,2.641881173097592,9,100.0,3.9737812124113105,1,100.0
8,0.21217908700066965,20,20.0%,10,10.0%,12,NaN,0,0.0,2.395113608745203,9,100.0,2.05699983010534,1,100.0
9,0.15228834998752988,16,16.0%,8,8.0%,12,NaN,0,0.0,1.9036043748441234,8,100.0,0.0,0,0.0
10,0.17854429105755948,16,16.0%,7,7.000000000000001%,10,NaN,0,0.0,2.550632729393707,7,100.0,NaN,0,0.0
