Iteration,Cheesecake,Profiterole,Mudcake
1,0,9,0
2,0,10,3
3,0,10,1
4,0,10,1
5,0,10,1
6,0,7,1
7,0,9,1
8,0,9,1
9,0,8,0
10,0,7,0
