Iteration,Cheesecake,Profiterole,Mudcake
1,0,13,8
2,0,13,9
3,0,13,9
4,0,14,9
5,0,14,9
6,0,13,8
7,0,14,9
8,0,14,8
9,0,14,9
10,0,14,8
