Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.49545012630599755,40,40.0%,21,21.0%,23,NaN,0,0.0,2.465535124906854,13,100.0,2.49482389146469,8,100.0
2,0.6004963220196491,53,53.0%,22,22.0%,23,NaN,0,0.0,3.368940736132632,13,100.0,2.4527929210466657,9,100.0
3,0.6868402698870838,55,55.00000000000001%,22,22.0%,23,NaN,0,0.0,3.5366250083384814,13,100.0,3.280565861080825,9,100.0
4,0.669825267583439,54,54.0%,23,23.0%,24,NaN,0,0.0,3.1499988949720596,14,100.0,3.25406764046339,9,100.0
5,0.6537892033666128,52,52.0%,23,23.0%,24,NaN,0,0.0,3.0060972536069217,14,100.0,3.287457004971412,9,100.0
6,0.4661152666612351,36,36.0%,21,21.0%,24,NaN,0,0.0,2.1576553672421777,13,100.0,2.3202508614968997,8,100.0
7,0.5155704771132938,58,57.99999999999999%,23,23.0%,24,NaN,0,0.0,2.4744035058001037,14,100.0,2.423725266991005,9,100.0
8,0.5348290343973685,52,52.0%,22,22.0%,24,NaN,0,0.0,2.5551022387894906,14,100.0,2.533321791934184,8,100.0
9,0.6783602409048907,54,54.0%,23,23.0%,24,NaN,0,0.0,3.231992540398074,14,100.0,3.2275151331642626,9,100.0
10,0.559365545375742,52,52.0%,22,22.0%,24,NaN,0,0.0,2.8005983541790522,14,100.0,2.4410969916558143,8,100.0
