Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,2.553679120579676,[D@65f00478,68.0%,68.0%,27.64227642276423%,34,34,34,123
2,3.065633583297155,[D@2424686b,76.0%,76.0%,26.573426573426573%,38,38,38,143
3,3.1502022867785535,[D@6ea94d6a,76.0%,76.0%,27.73722627737226%,38,38,38,137
4,3.31697059744391,[D@28486680,78.0%,78.0%,28.467153284671532%,39,39,39,137
5,3.367764715681545,[D@4d7e7435,78.0%,78.0%,28.26086956521739%,39,39,39,138
6,3.4273517590430704,[D@4a1e3ac1,78.0%,78.0%,28.26086956521739%,39,39,39,138
7,3.5379785761525926,[D@6e78fcf5,80.0%,80.0%,28.985507246376812%,40,40,40,138
8,3.594662590882414,[D@56febdc,80.0%,80.0%,28.776978417266186%,40,40,40,139
9,3.686663590456316,[D@3b8ee898,82.0%,82.0%,29.496402877697843%,41,41,41,139
10,3.696471727936827,[D@7d151a,82.0%,82.0%,27.7027027027027%,41,41,41,148
11,3.7057787208620816,[D@294bdeb4,82.0%,82.0%,27.7027027027027%,41,41,41,148
12,3.7459240984731945,[D@5300f14a,82.0%,82.0%,27.7027027027027%,41,41,41,148
13,3.75197627160377,[D@1f86099a,82.0%,82.0%,27.7027027027027%,41,41,41,148
14,3.769301035947759,[D@77bb0ab5,82.0%,82.0%,27.7027027027027%,41,41,41,148
15,3.794002339459872,[D@f2c488,82.0%,82.0%,27.7027027027027%,41,41,41,148
16,3.822039283458979,[D@54acff7d,82.0%,82.0%,27.7027027027027%,41,41,41,148
17,3.8264216454512847,[D@7bc9e6ab,82.0%,82.0%,27.7027027027027%,41,41,41,148
18,3.8354632400300774,[D@5488b5c5,82.0%,82.0%,25.949367088607595%,41,41,41,158
19,3.8518597149227753,[D@4248ed58,82.0%,82.0%,25.949367088607595%,41,41,41,158
20,3.8615449714946273,[D@712ca57b,82.0%,82.0%,25.949367088607595%,41,41,41,158
21,3.8644950958735067,[D@4564e94b,82.0%,82.0%,25.949367088607595%,41,41,41,158
22,3.8655335006839118,[D@54534abf,82.0%,82.0%,25.949367088607595%,41,41,41,158
23,3.866027104109404,[D@51745f40,82.0%,82.0%,25.949367088607595%,41,41,41,158
24,3.87503713146054,[D@45673f68,82.0%,82.0%,25.949367088607595%,41,41,41,158
25,3.87503713146054,[D@27abb83e,82.0%,82.0%,25.949367088607595%,41,41,41,158
26,3.8787219374117594,[D@69e308c6,82.0%,82.0%,25.949367088607595%,41,41,41,158
27,3.884965243938092,[D@1a1ed4e5,82.0%,82.0%,25.949367088607595%,41,41,41,158
28,3.8941838023766007,[D@667e34b1,82.0%,82.0%,25.949367088607595%,41,41,41,158
29,3.8956772706147302,[D@1c6e0a08,82.0%,82.0%,25.949367088607595%,41,41,41,158
30,3.9023638507563576,[D@6dba847b,82.0%,82.0%,25.949367088607595%,41,41,41,158
