Iteration,Vehicle_ID,X,Y,Utility,Capacity,Neighbours
10,0,833,727,0.0,1,0,1
10,1,473,638,4.080761184457488,0,0,2
10,2,506,444,4.389672219213315,0,0,2
10,3,438,593,4.1278618228743795,0,0,2
10,4,670,551,3.178427876805313,0,0,2
10,5,397,638,2.3745238527078563,0,0,2
10,6,549,551,3.867248924079081,0,0,2
10,7,373,296,1.1317801251738544,0,0,2
10,8,769,456,0.3249331555580937,0,0,2
10,9,369,450,3.349242598078082,0,0,2
10,10,466,506,4.429912287450431,0,0,2
10,11,639,635,0.46885775990203554,0,0,2
10,12,446,327,1.4102576694141407,0,0,3
10,13,425,352,2.643493051145404,0,0,3
10,14,395,435,2.141569486588838,0,0,3
10,15,698,470,0.5908475871206263,0,0,3
10,16,671,447,0.9148898423665486,0,0,3
10,17,547,385,3.7437655473598888,0,0,3
10,18,534,320,0.9746894529738455,0,0,3

