Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.3668221136213981,34,34.0%,12,12.0%,19,NaN,0,0.0,3.233076745069345,11,100.0,0.7252406519077264,1,0.0
2,0.4409867846975488,32,32.0%,17,17.0%,18,NaN,0,0.0,2.869251977033603,11,100.0,3.0812317398837674,6,100.0
3,0.29428821960978113,27,27.0%,13,13.0%,18,NaN,0,0.0,2.235839802084333,9,0.0,1.414084788026957,4,0.0
4,0.2543396894981365,18,18.0%,11,11.0%,17,NaN,0,0.0,2.2060314546542714,10,100.0,0.8434136008177351,1,0.0
5,0.3474492140223549,30,30.0%,12,12.0%,16,NaN,0,0.0,3.206440410318413,11,100.0,0.8935057663504532,1,0.0
6,0.37298249910541015,33,33.0%,12,12.0%,15,NaN,0,0.0,3.4932281990831613,11,100.0,1.1829839598547025,1,0.0
7,0.2776292964126791,23,23.0%,12,12.0%,14,NaN,0,0.0,2.353954086961836,11,100.0,4.223388771649547,1,100.0
8,0.37714514489600587,33,33.0%,12,12.0%,14,NaN,0,0.0,3.48723490523046,11,100.0,2.8421654372959915,1,100.0
9,0.22994568859440892,26,26.0%,12,12.0%,14,NaN,0,0.0,2.083809220205653,11,100.0,2.156476657384364,1,100.0
10,0.2927392761075884,30,30.0%,12,12.0%,14,NaN,0,0.0,2.9093484125626152,11,100.0,0.18044348513268318,1,100.0
