Iteration,Cheesecake,Profiterole,Mudcake
1,0,9,4
2,0,10,4
3,0,12,5
4,0,11,4
5,0,9,4
6,0,8,2
7,0,5,1
8,0,1,1
9,0,1,0
10,0,1,0
