Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.4830199109525152,28,28.000000000000004%,17,17.0%,20,NaN,0,0.0,2.0333482269882444,9,0.0,3.99550126076701,8,100.0
2,0.38589814017205043,39,39.0%,16,16.0%,20,NaN,0,0.0,2.942206137898048,10,100.0,1.309678948317795,6,0.0
3,0.420801738805362,43,43.0%,17,17.0%,19,NaN,0,0.0,2.609886631136029,11,100.0,2.663551261529317,6,100.0
4,0.370702705492875,40,40.0%,14,14.000000000000002%,19,NaN,0,0.0,3.0186453455145315,11,100.0,1.147302849023698,3,0.0
5,0.3735927754269419,36,36.0%,13,13.0%,18,NaN,0,0.0,2.9384740346999507,11,100.0,1.594907439138937,2,0.0
6,0.405430253629671,41,41.0%,13,13.0%,17,NaN,0,0.0,3.4098664121848445,11,100.0,1.6110903102796637,2,0.0
7,0.3120521095210507,36,36.0%,13,13.0%,16,NaN,0,0.0,2.4042353505425815,11,100.0,2.387619148893086,2,0.0
8,0.2783815526713019,27,27.0%,13,13.0%,16,NaN,0,0.0,2.1341769521954763,11,100.0,2.1654619150584744,2,0.0
9,0.3238490439539801,34,34.0%,13,13.0%,16,NaN,0,0.0,2.442852863062985,11,100.0,2.6521252549227223,2,0.0
10,0.36554755855298227,34,34.0%,12,12.0%,16,NaN,0,0.0,2.8384395257439268,10,100.0,2.723453532619654,2,0.0
