Iteration,Cheesecake,Profiterole,Mudcake
1,0,9,8
2,0,10,6
3,0,11,6
4,0,11,3
5,0,11,2
6,0,11,2
7,0,11,2
8,0,11,2
9,0,11,2
10,0,10,2
