Iteration,Cheesecake,Profiterole,Mucake
1,0,24,23
2,0,29,18
3,0,29,20
4,1,28,20
5,1,28,20
6,1,28,20
7,1,30,18
8,0,29,20
9,1,28,20
10,1,28,20
11,1,28,20
12,1,27,21
13,1,28,20
14,1,29,19
15,1,30,18
16,1,31,17
17,1,27,21
18,1,28,20
19,1,29,19
20,1,29,19
21,2,26,21
22,2,25,22
23,2,24,23
24,2,24,23
25,2,25,22
26,1,25,23
27,1,25,23
28,1,25,23
29,1,24,24
30,1,25,23
31,1,24,24
32,1,23,25
33,1,24,24
34,1,24,24
35,1,24,24
36,1,24,24
37,1,25,23
38,1,26,22
39,1,25,23
40,1,25,23
41,1,25,23
42,1,25,23
43,1,25,23
44,1,25,23
45,1,25,23
46,1,25,23
47,1,24,24
48,1,25,23
49,1,25,23
50,1,25,23
51,1,25,23
52,1,25,23
53,1,26,22
54,1,26,22
55,1,27,21
56,1,27,21
57,1,27,21
58,1,27,21
59,1,27,21
60,1,27,21
61,1,27,21
62,1,27,21
63,1,27,21
64,1,27,21
65,1,27,21
66,1,27,21
67,1,27,21
68,1,28,20
69,1,27,21
70,1,27,21
71,1,27,21
72,1,27,21
73,1,27,21
74,1,27,21
75,1,26,22
76,1,27,21
77,1,27,21
78,1,28,20
79,1,28,20
80,1,27,21
81,1,27,21
82,1,27,21
83,1,27,21
84,1,27,21
85,1,27,21
86,1,27,21
87,1,27,21
88,1,27,21
89,1,28,20
90,1,27,21
91,1,28,20
92,1,28,20
93,1,28,20
94,1,28,20
95,1,28,20
96,1,28,20
97,1,28,20
98,1,28,20
99,1,28,20
100,1,28,20
