Iteration,Cheesecake,Profiterole,Mucake
1,0,28,17
2,0,28,19
3,0,29,18
4,0,26,22
5,0,26,23
6,0,26,23
7,0,26,23
8,0,27,22
9,0,26,23
10,0,24,25
11,0,22,28
12,0,23,27
13,0,24,26
14,0,25,25
15,0,25,25
16,0,24,26
17,0,22,28
18,0,22,28
19,0,23,27
20,0,23,27
21,0,23,27
22,0,23,27
23,0,24,26
24,0,25,25
25,0,26,24
26,0,26,24
27,0,27,23
28,0,28,22
29,0,28,22
30,0,28,22
31,0,26,24
32,0,26,24
33,0,25,25
34,0,24,26
35,0,24,26
36,0,24,26
37,0,22,28
38,0,21,29
39,0,21,29
40,0,21,29
41,0,21,29
42,0,20,30
43,0,20,30
44,0,20,30
45,0,21,29
46,1,21,28
47,1,22,27
48,1,22,27
49,1,22,27
50,1,23,26
51,1,23,26
52,1,23,26
53,1,23,26
54,1,23,26
55,1,23,26
56,1,21,28
57,1,21,28
58,1,21,28
59,1,21,28
60,1,21,28
61,1,20,29
62,1,20,29
63,1,20,29
64,1,20,29
65,1,20,29
66,1,20,29
67,1,20,29
68,1,20,29
69,1,20,29
70,1,20,29
71,1,20,29
72,1,20,29
73,1,20,29
74,1,21,28
75,1,21,28
76,1,21,28
77,1,21,28
78,1,21,28
79,1,21,28
80,1,22,27
81,1,23,26
82,1,23,26
83,1,23,26
84,1,23,26
85,1,23,26
86,1,23,26
87,1,24,25
88,1,24,25
89,1,24,25
90,1,24,25
91,1,24,25
92,1,23,26
93,1,23,26
94,1,23,26
95,1,23,26
96,1,23,26
97,1,23,26
98,1,23,26
99,1,23,26
100,1,23,26
