Iteration,Cheesecake,Profiterole,Mudcake
1,0,11,6
2,0,11,7
3,0,11,5
4,0,10,4
5,0,11,3
6,0,11,2
7,0,12,2
8,0,12,1
9,0,12,1
10,0,12,1
