Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.4566567457612525,36,36.0%,17,17.0%,19,NaN,0,0.0,3.231808892917617,11,100.0,2.224597607824847,6,100.0
2,0.4431865519975214,37,37.0%,18,18.0%,19,NaN,0,0.0,2.806716348383282,11,100.0,2.7085819526532213,7,100.0
3,0.5485918454426616,34,34.0%,16,16.0%,19,NaN,0,0.0,3.8414123701984786,11,100.0,2.7408434737135643,5,0.0
4,0.3377702876661981,29,28.999999999999996%,14,14.000000000000002%,20,NaN,0,0.0,2.1125475253738775,10,0.0,1.7565009979178585,4,0.0
5,0.3137670051349542,34,34.0%,14,14.000000000000002%,19,NaN,0,0.0,2.222581769957229,11,100.0,1.3856602087931804,3,0.0
6,0.41644813707870376,27,27.0%,13,13.0%,18,NaN,0,0.0,3.0756190956365406,11,100.0,1.953250913967108,2,0.0
7,0.378611423422707,33,33.0%,14,14.000000000000002%,17,NaN,0,0.0,3.05918401536955,12,100.0,1.4033727244018825,2,0.0
8,0.39855410518563467,36,36.0%,13,13.0%,16,NaN,0,0.0,3.3032260481931854,12,100.0,1.7599619942192157,1,0.0
9,0.3634183231776705,30,30.0%,13,13.0%,15,NaN,0,0.0,3.0796900626267605,12,100.0,2.465241628872685,1,100.0
10,0.3648676033485293,30,30.0%,13,13.0%,15,NaN,0,0.0,2.996658421897843,12,100.0,3.5235176939766606,1,100.0
