Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.3915886702979989,24,24.0%,14,14.000000000000002%,18,NaN,0,0.0,3.0486747696947294,9,100.0,1.953465683757887,5,0.0
2,0.36907248807377785,32,32.0%,12,12.0%,17,NaN,0,0.0,3.303071092832071,10,100.0,1.4359217943778297,2,0.0
3,0.28583782018756154,19,19.0%,10,10.0%,16,NaN,0,0.0,2.213451323719614,8,0.0,2.165680026319907,2,0.0
4,0.2762545221335515,24,24.0%,12,12.0%,16,NaN,0,0.0,2.468956510960331,10,100.0,1.3512109036780438,2,0.0
5,0.2384220694738258,18,18.0%,10,10.0%,15,NaN,0,0.0,2.2063892781475247,8,0.0,1.3282344813516178,2,0.0
6,0.2619150675609113,19,19.0%,11,11.0%,14,NaN,0,0.0,2.525145700434246,10,100.0,1.7325977260914585,1,0.0
7,0.2845501214316859,23,23.0%,11,11.0%,13,NaN,0,0.0,3.061142645214348,10,100.0,0.9047283362394622,1,100.0
8,0.18359570664802363,23,23.0%,9,9.0%,12,NaN,0,0.0,2.0399522960891514,9,100.0,NaN,0,0.0
9,0.27568974538833124,22,22.0%,10,10.0%,12,NaN,0,0.0,3.0632193932036804,10,100.0,NaN,0,0.0
10,0.2765124156119899,25,25.0%,10,10.0%,12,NaN,0,0.0,3.0723601734665547,10,100.0,NaN,0,0.0
