Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.8375290878415846,70,70.0%,31,31.0%,33,NaN,0,0.0,2.729633387548819,18,100.0,2.8849589840233087,13,100.0
2,0.9200166625556015,75,75.0%,32,32.0%,33,NaN,0,0.0,3.2343197438866857,19,100.0,2.8153259054666493,13,100.0
3,0.7919512318918938,71,71.0%,32,32.0%,33,NaN,0,0.0,2.669865818623651,19,100.0,2.594794871163637,13,100.0
4,0.7838999808456982,71,71.0%,30,30.0%,33,NaN,0,0.0,2.806614712412697,18,100.0,2.322577771761774,12,100.0
5,0.803517953538484,63,63.0%,30,30.0%,33,NaN,0,0.0,2.82165853134903,18,100.0,2.4634951491304884,12,100.0
6,0.7502603264927582,66,66.0%,31,31.0%,33,NaN,0,0.0,2.716518663994423,19,100.0,2.177391391448018,12,100.0
7,0.8040197046775204,67,67.0%,31,31.0%,33,NaN,0,0.0,2.976074707240386,19,100.0,2.236052144785425,12,100.0
8,0.7487074088734612,72,72.0%,32,32.0%,33,NaN,0,0.0,2.558925612542322,19,100.0,2.4008399884653624,13,100.0
9,0.941169785875416,77,77.0%,32,32.0%,33,NaN,0,0.0,3.072441793847559,19,100.0,3.234418858190462,13,100.0
10,1.0255154681805243,72,72.0%,32,32.0%,33,NaN,0,0.0,3.9447032417584134,19,100.0,2.62890737220008,13,100.0
