Iteration,Cheesecake,Profiterole,Mudcake
1,0,18,13
2,0,19,13
3,0,19,13
4,0,18,12
5,0,18,12
6,0,19,12
7,0,19,12
8,0,19,13
9,0,19,13
10,0,19,13
