Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
5,1,432,580,4.302683715950933,10,1,2
5,2,414,527,3.6997596376054154,11,1,2
5,3,653,574,4.624167590540677,11,1,2
5,4,491,483,4.010997977757375,16,1,2
5,5,382,436,3.793248161385283,8,1,2
5,6,565,480,3.616842380637695,13,1,2
5,7,598,638,4.825,8,1,2
5,8,419,677,2.6837530356199064,7,1,2
5,9,274,482,3.373270151500256,6,1,2
5,10,486,585,2.772333059005454,12,1,2
5,11,518,428,1.4991965207969757,12,1,2
5,12,530,282,1.6623361463442725,5,1,2
5,13,377,562,2.8961345100030753,10,1,2
5,14,498,558,2.233007047352668,11,1,2
5,15,478,412,1.2588437616159363,10,1,2
5,16,261,749,0.0,1,0,2
5,17,350,615,0.0,7,1,2
5,18,440,541,0.0,12,1,2
5,19,686,676,1.1068971244006405,6,1,2
5,20,386,454,0.0,8,1,2
5,21,522,588,0.0,10,1,2
5,22,791,579,0.0,4,0,2
5,23,550,831,0.0,2,0,2
5,24,682,817,0.0,1,0,2
5,25,515,521,0.18478972421764298,14,1,2
5,26,514,552,0.0,12,1,2
5,27,555,421,2.2465930195483272,10,1,2
5,28,445,468,0.0,9,1,2
5,29,788,737,0.0,1,0,2
5,30,381,600,0.0,9,1,2
5,31,591,561,0.0,13,1,2
5,32,462,584,0.0,10,1,2
5,33,258,378,0.0,3,0,2
5,34,591,437,0.0,11,1,2
5,35,399,500,0.0,9,1,2
5,36,406,554,0.0,10,1,2
5,37,619,625,0.0,9,1,2
5,38,341,467,0.0,7,1,2
5,39,480,434,0.0,11,1,2
5,40,575,454,0.0,13,1,2
5,41,472,645,0.0,8,1,2
5,42,771,453,0.0,6,1,2
5,43,603,272,0.0,5,0,2
5,44,488,443,0.0,12,1,2
5,45,341,666,0.0,5,0,2
5,46,253,572,0.0,4,0,2
5,47,680,546,0.0,10,1,2
5,48,673,497,0.0,10,1,2
5,49,485,300,0.0,6,1,2
5,50,627,247,0.0,5,0,2
5,51,569,516,0.0,13,1,2
5,52,652,505,0.0,11,1,2
5,53,600,299,0.0,5,0,2
5,54,564,546,0.0,13,1,2
5,55,772,609,0.0,3,0,2
5,56,391,424,0.0,8,1,2
5,57,407,844,0.0,0,0,2
5,58,314,420,0.0,6,1,2
5,59,386,638,0.0,7,1,2
5,60,451,549,0.0,11,1,2
5,61,584,419,4.422830180969241,3,1,3
5,62,519,567,2.9985942440374562,8,1,3
5,63,445,633,4.447731949140637,6,1,3
5,64,495,586,2.871033114395623,7,1,3
5,65,674,504,0.0,4,0,3
5,66,699,410,0.0,2,0,3
5,67,520,562,2.003648051379812,8,1,3
5,68,588,322,2.094724625788461,3,1,3
5,69,340,376,0.0,2,0,3
5,70,495,474,3.772706229136642,7,1,3
5,71,612,601,0.0,5,0,3
5,72,665,401,0.0,3,0,3
5,73,640,463,0.0,3,0,3
5,74,413,521,1.6894109285506302,7,1,3
5,75,265,630,4.066592264870276,6,1,3
5,76,670,563,0.0,4,0,3
5,77,325,434,0.0,4,0,3
5,78,410,593,0.6267860788660244,8,1,3
5,79,308,628,0.0,6,1,3
5,80,508,615,0.34805148351790155,7,1,3
5,81,682,497,0.0,4,0,3
5,82,614,397,0.0,4,1,3
5,83,553,526,0.0,7,1,3
5,84,563,418,0.0,3,0,3
5,85,543,304,0.0,3,0,3
5,86,446,399,0.0,4,0,3
5,87,372,409,0.0,4,0,3
5,88,607,589,0.21983263891315233,7,1,3
5,89,271,457,0.0,3,0,3
5,90,423,752,0.0,6,1,3
5,91,406,397,0.0,4,0,3
5,92,660,666,0.0,3,0,3
5,93,394,353,0.0,1,0,3
5,94,592,509,0.0,5,0,3
5,95,649,696,0.0,3,0,3
5,96,664,775,0.0,2,0,3
5,97,494,425,0.0,4,0,3
5,98,566,444,0.0,4,0,3
5,99,560,333,0.0,3,0,3
5,100,578,689,0.0,4,0,3

