Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.45294330410342953,38,38.0%,18,18.0%,23,NaN,0,0.0,2.484173272159352,12,100.0,1.9355313930538403,6,0.0
2,0.4520399769894635,37,37.0%,17,17.0%,22,NaN,0,0.0,2.557528343443734,12,100.0,2.0733796539459353,5,0.0
3,0.5143169031412639,46,46.0%,18,18.0%,22,NaN,0,0.0,2.98575002664893,13,100.0,2.2289557134770335,5,0.0
4,0.5190042828727018,51,51.0%,20,20.0%,22,NaN,0,0.0,2.880464500736272,13,100.0,2.4764077540621314,7,100.0
5,0.45603393320109853,44,44.0%,16,16.0%,22,NaN,0,0.0,2.886005270609655,12,100.0,1.567332867541998,4,0.0
6,0.47923872735431394,52,52.0%,19,19.0%,21,NaN,0,0.0,2.7839894095763476,13,100.0,2.419333303419204,6,100.0
7,0.36155496977203944,28,28.000000000000004%,16,16.0%,21,NaN,0,0.0,2.0288098649610267,12,100.0,1.9682964329452701,4,0.0
8,0.615759818796766,55,55.00000000000001%,19,19.0%,20,NaN,0,0.0,3.4022422057043187,13,100.0,4.149815082244957,6,100.0
9,0.3905331644158245,50,50.0%,17,17.0%,20,NaN,0,0.0,2.8061959657240165,13,100.0,1.0757929705788487,4,0.0
10,0.307424191125272,42,42.0%,13,13.0%,19,NaN,0,0.0,2.224066147838715,12,100.0,1.0134063346156537,1,0.0
