Iteration,Cheesecake,Profiterole,Mucake
1,1,19,24
2,1,16,28
3,1,20,25
4,2,19,25
5,2,20,25
6,1,19,27
7,1,18,28
8,1,20,26
9,1,20,26
10,1,20,26
11,1,19,27
12,1,21,25
13,1,21,25
14,1,22,24
15,1,24,23
16,1,25,22
17,1,24,23
18,1,23,24
19,0,25,23
20,0,24,24
21,0,23,25
22,0,24,24
23,0,25,23
24,0,25,23
25,0,26,22
26,0,27,21
27,0,27,21
28,0,27,21
29,0,25,23
30,0,26,22
31,0,25,24
32,0,25,24
33,0,25,24
34,0,24,25
35,0,24,25
36,1,23,25
37,1,22,26
38,1,22,26
39,1,22,26
40,1,23,25
41,1,23,25
42,1,23,25
43,1,23,25
44,1,23,25
45,1,24,24
46,1,24,24
47,1,24,24
48,1,25,23
49,1,24,24
50,1,24,24
51,1,24,24
52,1,25,23
53,1,25,23
54,1,24,24
55,1,24,24
56,1,24,24
57,1,25,23
58,1,25,23
59,1,25,23
60,1,24,24
61,1,25,23
62,1,24,24
63,0,24,25
64,0,25,24
65,0,25,24
66,0,25,24
67,0,25,24
68,0,24,25
69,0,24,25
70,0,24,25
71,0,23,26
72,0,23,26
73,0,23,26
74,0,23,26
75,0,23,26
76,0,24,25
77,0,25,24
78,0,25,24
79,0,25,24
80,0,25,24
81,0,25,24
82,0,26,23
83,0,25,24
84,0,25,24
85,0,25,24
86,0,25,24
87,0,25,24
88,0,24,25
89,0,24,25
90,0,24,25
91,0,24,25
92,0,24,25
93,0,23,26
94,0,23,26
95,0,23,26
96,0,23,26
97,0,23,26
98,0,23,26
99,0,23,26
100,0,23,26
