Iteration,Vehicle_ID,X,Y,Utility,Capacity,Neighbours
80,0,505,455,4.9,0,0,2
80,1,559,497,4.888196601125011,0,0,2
80,2,542,495,4.929289321881345,0,0,3
80,3,518,447,4.888196601125011,0,0,2
80,4,505,570,4.841886116991581,0,0,3
80,5,430,632,4.95,0,0,3
80,6,453,401,4.85,0,0,3
80,7,473,418,4.888196601125011,0,0,2
80,8,401,366,4.776393202250022,0,0,2
80,9,566,692,4.841886116991581,0,0,2
80,10,490,375,0.0,1,0,3
80,11,454,559,4.95,0,0,3
80,12,319,495,4.888196601125011,0,0,3
80,13,385,455,4.708452405257734,0,0,2
80,14,480,654,4.730741759643275,0,0,2
80,15,582,553,4.95,0,0,2
80,16,657,623,4.5968871125850725,0,0,3
80,17,386,338,4.9,0,0,3
80,18,277,614,4.95,0,0,2
80,19,331,326,4.787867965644035,0,0,3
80,20,351,517,4.745049024320361,0,0,2
80,21,550,301,4.5968871125850725,0,0,3
80,22,529,462,0.0,1,0,3
80,23,678,618,4.793844718719117,0,0,2
80,24,389,738,4.6958618734850885,0,0,3
80,25,562,455,4.888196601125011,0,0,2
80,26,489,591,4.858578643762691,0,0,2
80,27,491,485,4.858578643762691,0,0,2
80,28,317,615,4.793844718719117,0,0,2
80,29,273,389,4.929289321881345,0,0,2
80,30,382,445,4.858578643762691,0,0,2
80,31,529,711,4.9,0,0,2
80,32,710,547,4.639444872453601,0,0,2
80,33,518,283,4.679843788128358,0,0,3
80,34,535,607,4.95,0,0,2
80,35,517,661,4.8,0,0,3
80,36,632,455,4.745049024320361,0,0,3
80,37,559,732,4.793844718719117,0,0,2
80,38,340,528,4.929289321881345,0,0,2
80,39,428,511,4.858578643762691,0,0,3
80,40,518,529,0.0,1,0,1
80,41,518,583,0.0,1,0,2
80,42,489,477,0.0,1,0,2
80,43,550,517,0.0,1,0,2
80,44,543,511,0.0,1,0,2
80,45,629,485,0.0,1,0,2
80,46,307,467,0.0,1,0,2
80,47,432,614,0.0,1,0,2
80,48,329,637,0.0,1,0,2
80,49,678,525,0.0,1,0,2
80,50,240,460,0.0,1,0,2
80,51,360,628,0.0,1,0,2
80,52,351,623,0.0,1,0,2
80,53,561,206,0.0,1,0,2
80,54,632,463,0.0,1,0,2
80,55,488,407,0.0,1,0,2
80,56,642,544,0.0,1,0,2
80,57,311,361,0.0,1,0,2
80,58,589,577,0.0,1,0,2
80,59,527,286,0.0,1,0,2
80,60,447,341,0.0,1,0,2
80,61,477,498,0.0,1,0,2
80,62,436,401,0.0,1,0,2
80,63,496,428,0.0,1,0,2
80,64,502,587,0.0,1,0,2
80,65,597,600,0.0,1,0,2
80,66,406,450,0.0,1,0,2
80,67,437,523,0.0,1,0,2
80,68,554,473,0.0,1,0,2
80,69,627,433,0.0,1,0,2
80,70,460,437,0.0,1,0,2
80,71,436,506,0.0,1,0,2
80,72,441,418,0.0,1,0,2
80,73,873,671,0.0,1,0,2
80,74,402,562,0.0,1,0,2
80,75,714,392,0.0,1,0,2
80,76,423,583,0.0,1,0,2
80,77,406,392,0.0,1,0,2
80,78,573,605,0.0,1,0,2
80,79,320,416,0.0,1,0,2
80,80,331,459,0.0,1,0,2
80,81,456,446,0.0,1,0,2
80,82,554,413,0.0,1,0,2
80,83,431,553,0.0,1,0,2
80,84,571,547,0.0,1,0,2
80,85,545,423,0.0,1,0,2
80,86,694,457,0.0,1,0,2
80,87,266,596,0.0,1,0,2
80,88,603,465,0.0,1,0,2
80,89,799,460,0.0,1,0,2
80,90,394,261,0.0,1,0,2
80,91,600,749,0.0,1,0,2
80,92,338,595,0.0,1,0,2
80,93,455,397,0.0,1,0,2
80,94,545,439,0.0,1,0,2
80,95,381,270,0.0,1,0,2
80,96,623,502,0.0,1,0,2
80,97,467,493,0.0,1,0,2
80,98,539,637,0.0,1,0,2
80,99,702,408,0.0,1,0,2
80,100,576,419,0.0,1,0,3
80,101,460,669,0.0,1,0,3
80,102,437,481,0.0,1,0,3
80,103,639,540,0.0,1,0,3
80,104,663,456,0.0,1,0,3
80,105,484,716,0.0,1,0,3
80,106,745,224,0.0,1,0,3
80,107,504,568,0.0,1,0,3
80,108,634,374,0.0,1,0,3
80,109,493,378,4.8197224362268,0,0,3
80,110,449,694,0.0,1,0,3
80,111,482,639,0.0,1,0,3
80,112,538,581,0.0,1,0,3
80,113,405,316,0.0,1,0,3
80,114,388,532,0.0,1,0,3
80,115,443,491,0.0,1,0,3
80,116,482,379,0.0,1,0,3
80,117,420,686,0.0,1,0,3
80,118,580,519,0.0,1,0,3
80,119,515,457,0.0,1,0,3
80,120,535,384,0.0,1,0,3
80,121,392,481,0.0,1,0,3
80,122,601,317,0.0,1,0,3
80,123,474,357,0.0,1,0,3
80,124,445,210,0.0,1,0,3
80,125,607,487,0.0,1,0,3
80,126,742,421,0.0,1,0,3
80,127,694,732,0.0,1,0,3
80,128,502,316,0.0,1,0,3
80,129,538,790,0.0,1,0,3
80,130,716,312,0.0,1,0,3
80,131,238,573,0.0,1,0,3
80,132,900,416,0.0,1,0,3
80,133,419,512,0.0,1,0,3
80,134,400,577,0.0,1,0,3
80,135,530,467,4.929289321881345,0,0,3
80,136,560,603,0.0,1,0,3
80,137,513,153,0.0,1,0,3
80,138,416,607,0.0,1,0,3
80,139,512,500,0.0,1,0,3
80,140,658,538,0.0,1,0,3
80,141,402,656,0.0,1,0,3
80,142,429,389,0.0,1,0,3
80,143,291,833,0.0,1,0,3
80,144,447,319,0.0,1,0,3
80,145,481,510,0.0,1,0,3
80,146,692,285,0.0,1,0,3
80,147,475,218,0.0,1,0,3
80,148,220,355,0.0,1,0,3
80,149,395,340,0.0,1,0,3
80,150,500,387,0.0,1,0,3
80,151,679,769,0.0,1,0,3
80,152,480,278,0.0,1,0,3
80,153,401,348,0.0,1,0,3
80,154,536,689,0.0,1,0,3
80,155,538,544,0.0,1,0,3
80,156,337,465,0.0,1,0,3
80,157,401,596,0.0,1,0,3
80,158,347,599,0.0,1,0,3

