Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,1.156951159634739,72,72.0%,39,39.0%,43,NaN,0,0.0,3.22356587785797,25,100.0,2.395595930930163,14,0.0
2,1.2460604415147716,89,89.0%,42,42.0%,43,NaN,0,0.0,3.3714452888860564,25,100.0,2.730709826138234,17,100.0
3,1.1800998690402134,88,88.0%,42,42.0%,43,NaN,0,0.0,3.3197057206361476,25,100.0,2.396065600547112,17,100.0
4,1.3014667988935695,87,87.0%,42,42.0%,43,NaN,0,0.0,3.2541318726199897,25,100.0,3.252969684154824,17,100.0
5,1.075936505520758,86,86.0%,42,42.0%,43,NaN,0,0.0,2.7765415703540697,25,100.0,2.559790803973631,17,100.0
6,1.1886334166589538,89,89.0%,42,42.0%,43,NaN,0,0.0,3.0118258356840575,25,100.0,2.911220100592376,17,100.0
7,1.3585557383069562,90,90.0%,42,42.0%,43,NaN,0,0.0,3.7418616592281073,25,100.0,2.8781808755763163,17,100.0
8,1.281366085446587,91,91.0%,43,43.0%,45,NaN,0,0.0,3.1651589469087473,26,100.0,2.8651547453144537,17,100.0
9,1.216091535799865,89,89.0%,44,44.0%,45,NaN,0,0.0,2.90120521520176,27,100.0,2.886113624046298,17,100.0
10,1.2808159403431512,90,90.0%,43,43.0%,45,NaN,0,0.0,3.0009589691259526,26,100.0,3.1285413023150217,17,100.0
