Iteration,Cheesecake,Profiterole,Mudcake
1,0,25,14
2,0,25,17
3,0,25,17
4,0,25,17
5,0,25,17
6,0,25,17
7,0,25,17
8,0,26,17
9,0,27,17
10,0,26,17
