Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.4031559660915264,37,37.0%,17,17.0%,20,NaN,0,0.0,2.5770114725455437,11,100.0,2.077925983385314,6,0.0
2,0.4690601762660218,46,46.0%,17,17.0%,20,NaN,0,0.0,2.1428071261862707,9,0.0,3.639706623534211,8,100.0
3,0.42071738942402137,54,54.0%,19,19.0%,20,NaN,0,0.0,2.6101564942691136,11,100.0,2.2814534285301424,8,100.0
4,0.308930475467376,36,36.0%,14,14.000000000000002%,20,NaN,0,0.0,2.0640553212513453,11,100.0,1.4646420477463071,3,0.0
5,0.30395689483914984,36,36.0%,13,13.0%,19,NaN,0,0.0,2.1725078095332817,10,100.0,1.4451018980970283,3,0.0
6,0.4455373646755026,42,42.0%,16,16.0%,18,NaN,0,0.0,3.055308315907556,11,100.0,2.80013066169494,5,100.0
7,0.44178455482434337,40,40.0%,16,16.0%,18,NaN,0,0.0,2.43034585318598,10,100.0,3.9749993901149088,6,100.0
8,0.44538234644082986,41,41.0%,16,16.0%,18,NaN,0,0.0,3.089936807844962,11,100.0,2.7277733131266726,5,100.0
9,0.4182911011618631,42,42.0%,16,16.0%,18,NaN,0,0.0,3.317173167204897,11,100.0,1.7314756888274663,5,100.0
10,0.2652624023949302,23,23.0%,12,12.0%,17,NaN,0,0.0,2.0428345528257705,10,100.0,1.5244736778088295,2,0.0
