Iteration,Cheesecake,Profiterole,Mudcake
1,0,11,6
2,0,9,8
3,0,11,8
4,0,11,3
5,0,10,3
6,0,11,5
7,0,10,6
8,0,11,5
9,0,11,5
10,0,10,2
