Iteration,Cheesecake,Profiterole,Mucake
1,0,25,17
2,0,22,21
3,0,23,20
4,0,22,21
5,0,25,18
6,0,26,17
7,0,25,18
8,0,24,20
9,0,22,22
10,0,23,21
11,0,23,21
12,0,21,23
13,0,20,24
14,0,20,24
15,0,22,22
16,0,25,19
17,0,22,22
18,0,23,21
19,0,23,21
20,0,24,20
21,0,24,20
22,0,24,20
23,0,25,19
24,0,24,20
25,0,24,20
26,0,24,20
27,0,24,20
28,0,23,21
29,0,23,21
30,0,24,20
31,0,24,20
32,0,24,20
33,0,25,19
34,0,25,19
35,0,27,17
36,0,27,17
37,0,27,17
38,1,28,15
39,1,28,15
40,1,28,15
41,1,28,15
42,1,29,14
43,1,29,14
44,1,27,16
45,1,26,17
46,1,26,17
47,1,27,18
48,1,28,17
49,1,28,17
50,1,28,17
51,1,27,18
52,1,27,18
53,1,25,20
54,1,25,20
55,1,25,20
56,1,25,20
57,1,24,21
58,1,23,22
59,1,23,22
60,1,23,22
61,1,23,22
62,1,24,21
63,1,23,22
64,1,22,23
65,1,22,23
66,1,21,24
67,1,21,24
68,1,20,25
69,1,20,25
70,1,20,25
71,1,20,25
72,1,20,25
73,1,20,25
74,1,20,25
75,1,21,24
76,1,21,24
77,1,21,24
78,1,20,25
79,1,20,25
80,1,20,25
81,1,20,25
82,1,20,25
83,1,20,25
84,1,20,25
85,1,20,25
86,1,20,25
87,1,20,25
88,1,19,26
89,1,19,26
90,1,20,25
91,1,20,25
92,1,20,25
93,1,20,25
94,1,21,24
95,1,21,24
96,1,21,24
97,1,21,24
98,1,20,25
99,1,20,26
100,1,20,26
