Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.435843743306202,[D@2264e43c,88.0%,88.0%,32.11678832116788%,44,44,44,137
2,3.910976963617313,[D@3bec2275,92.0%,92.0%,27.710843373493976%,46,46,46,166
3,3.998402623109714,[D@31da3d60,90.0%,90.0%,26.785714285714285%,45,45,45,168
4,4.0761778764254535,[D@60acd609,92.0%,92.0%,27.380952380952383%,46,46,46,168
5,4.110065299141739,[D@65ec8b24,92.0%,92.0%,27.218934911242602%,46,46,46,169
6,4.154137151317244,[D@3f49e266,92.0%,92.0%,27.218934911242602%,46,46,46,169
7,4.2554874308888895,[D@5f18f9d2,94.0%,94.0%,27.810650887573964%,47,47,47,169
8,4.26945251661107,[D@598260a6,94.0%,94.0%,27.647058823529413%,47,47,47,170
9,4.289425731826225,[D@58b67519,94.0%,94.0%,27.647058823529413%,47,47,47,170
10,4.298015906531705,[D@281ce6bb,94.0%,94.0%,27.647058823529413%,47,47,47,170
11,4.310900708206341,[D@30d25c03,94.0%,94.0%,27.647058823529413%,47,47,47,170
12,4.343241947459792,[D@7a1f8def,94.0%,94.0%,27.647058823529413%,47,47,47,170
13,4.384292449149273,[D@116a2108,94.0%,94.0%,27.647058823529413%,47,47,47,170
14,4.407831377948565,[D@5e8c34a0,94.0%,94.0%,27.647058823529413%,47,47,47,170
15,4.423808205101921,[D@7c1c5936,94.0%,94.0%,27.647058823529413%,47,47,47,170
16,4.429844966867217,[D@7aead3af,94.0%,94.0%,27.647058823529413%,47,47,47,170
17,4.435925691631716,[D@3ac8cf9b,94.0%,94.0%,25.82417582417583%,47,47,47,182
18,4.439756643526561,[D@55ec556,94.0%,94.0%,25.82417582417583%,47,47,47,182
19,4.476735293124511,[D@1b15f922,96.0%,96.0%,26.373626373626376%,48,48,48,182
20,4.452247529839636,[D@37ce3644,94.0%,94.0%,25.82417582417583%,47,47,47,182
21,4.469759007046104,[D@4b869331,94.0%,94.0%,25.82417582417583%,47,47,47,182
22,4.485505999286171,[D@38018b62,94.0%,94.0%,25.82417582417583%,47,47,47,182
23,4.485505999286171,[D@ce9b9a9,94.0%,94.0%,25.82417582417583%,47,47,47,182
24,4.573464404707378,[D@4ad3d266,96.0%,96.0%,26.373626373626376%,48,48,48,182
25,4.5829114593501314,[D@3533df16,96.0%,96.0%,26.229508196721312%,48,48,48,183
26,4.586739897772562,[D@15d0849,96.0%,96.0%,26.229508196721312%,48,48,48,183
27,4.591046594449936,[D@4038cd3a,96.0%,96.0%,26.229508196721312%,48,48,48,183
28,4.591266138907228,[D@14ac77b9,96.0%,96.0%,26.229508196721312%,48,48,48,183
29,4.599926611672951,[D@3f4cd155,96.0%,96.0%,26.229508196721312%,48,48,48,183
30,4.60078409885062,[D@563a89b5,96.0%,96.0%,26.229508196721312%,48,48,48,183
31,4.6017840988506205,[D@506dcf55,96.0%,96.0%,26.229508196721312%,48,48,48,183
32,4.609301071695178,[D@270b6b5e,96.0%,96.0%,26.229508196721312%,48,48,48,183
33,4.612129498819924,[D@7e94d093,96.0%,96.0%,26.229508196721312%,48,48,48,183
34,4.614513433381424,[D@7c6189d5,96.0%,96.0%,26.229508196721312%,48,48,48,183
35,4.614513433381424,[D@4248e66b,96.0%,96.0%,26.229508196721312%,48,48,48,183
36,4.621553498936323,[D@3e6534e7,96.0%,96.0%,26.229508196721312%,48,48,48,183
37,4.622652518449916,[D@66ad7bf0,96.0%,96.0%,26.229508196721312%,48,48,48,183
38,4.62822745806619,[D@167279d1,96.0%,96.0%,24.615384615384617%,48,48,48,195
39,4.63373504240625,[D@138caeca,96.0%,96.0%,24.615384615384617%,48,48,48,195
40,4.63373504240625,[D@4d96250,96.0%,96.0%,24.615384615384617%,48,48,48,195
41,4.63373504240625,[D@9a6fbc0,96.0%,96.0%,24.615384615384617%,48,48,48,195
42,4.636672784657952,[D@c1fa7d4,96.0%,96.0%,24.615384615384617%,48,48,48,195
43,4.637258571095579,[D@7a93b263,96.0%,96.0%,24.615384615384617%,48,48,48,195
44,4.639449908808669,[D@35178483,96.0%,96.0%,24.615384615384617%,48,48,48,195
45,4.643577568186057,[D@bd1111a,96.0%,96.0%,24.615384615384617%,48,48,48,195
46,4.643577568186057,[D@7a8136b3,96.0%,96.0%,24.615384615384617%,48,48,48,195
47,4.646560671454946,[D@1de6932a,96.0%,96.0%,24.615384615384617%,48,48,48,195
48,4.653949733175212,[D@14dc3f89,96.0%,96.0%,24.615384615384617%,48,48,48,195
49,4.654949733175211,[D@1706a5c9,96.0%,96.0%,24.615384615384617%,48,48,48,195
50,4.656316006823915,[D@64412d34,96.0%,96.0%,24.615384615384617%,48,48,48,195
51,4.656490104469269,[D@4d178d55,96.0%,96.0%,24.615384615384617%,48,48,48,195
52,4.666303912112889,[D@38c2c309,96.0%,96.0%,24.615384615384617%,48,48,48,195
53,4.67006784413539,[D@1a480135,96.0%,96.0%,24.615384615384617%,48,48,48,195
54,4.67006784413539,[D@778db7c5,96.0%,96.0%,24.615384615384617%,48,48,48,195
55,4.671033945497345,[D@681e144,96.0%,96.0%,24.615384615384617%,48,48,48,195
56,4.671033945497345,[D@2875b016,96.0%,96.0%,24.615384615384617%,48,48,48,195
57,4.671033945497345,[D@72ee5d84,96.0%,96.0%,24.615384615384617%,48,48,48,195
58,4.671033945497345,[D@68c7ef83,96.0%,96.0%,24.615384615384617%,48,48,48,195
59,4.671033945497345,[D@6145b81e,96.0%,96.0%,24.615384615384617%,48,48,48,195
