Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,1.472471273266021,90,90.0%,50,50.0%,53,NaN,0,0.0,3.084240560914131,30,100.0,2.7359955249589083,20,100.0
2,1.5401785725498072,91,91.0%,52,52.0%,53,NaN,0,0.0,3.115144195562537,31,100.0,3.02817656940523,21,100.0
3,1.5988604178782133,85,85.0%,51,51.0%,53,NaN,0,0.0,3.4949189327433396,31,100.0,2.7519236902760533,20,100.0
4,1.5099192384350246,93,93.0%,52,52.0%,53,NaN,0,0.0,3.1664182718731033,31,100.0,2.7999687843654684,21,100.0
5,1.6907454225117269,91,91.0%,52,52.0%,53,NaN,0,0.0,3.403311285002884,31,100.0,3.3487601850543087,21,100.0
6,1.4111917536951026,91,91.0%,52,52.0%,53,NaN,0,0.0,2.8432724999559293,31,100.0,2.7910500185416205,21,100.0
7,1.4688995282248585,88,88.0%,50,50.0%,53,NaN,0,0.0,3.293503972368538,30,100.0,2.4042416825714836,20,100.0
8,1.5413514096329104,89,89.0%,52,52.0%,53,NaN,0,0.0,3.0746620636192454,31,100.0,3.094763952735683,21,100.0
9,1.5186392746613233,91,91.0%,52,52.0%,53,NaN,0,0.0,3.0300946906985247,31,100.0,3.0480543372588285,21,100.0
10,1.481709858364684,90,90.0%,51,51.0%,53,NaN,0,0.0,3.086922148702426,31,100.0,2.7781660687697802,20,100.0
