Iteration,Cheesecake,Profiterole,Mucake
1,0,20,21
2,1,25,19
3,0,26,20
4,0,26,20
5,0,26,20
6,0,24,22
7,0,21,25
8,0,22,24
9,0,23,23
10,1,21,25
11,1,23,23
12,1,21,25
13,1,21,25
14,1,21,25
15,1,21,26
16,1,20,27
17,1,20,27
18,0,20,28
19,0,20,28
20,0,22,26
21,0,20,28
22,0,20,28
23,0,20,28
24,0,19,29
25,0,18,30
26,0,17,31
27,0,16,32
28,0,15,33
29,0,15,33
30,0,15,33
31,0,16,32
32,0,16,32
33,0,16,32
34,0,17,31
35,0,16,32
36,0,17,31
37,0,18,30
38,0,19,29
39,0,18,30
40,0,18,30
41,0,18,30
42,0,18,30
43,0,18,30
44,0,18,30
45,0,18,30
46,0,18,30
47,0,18,30
48,0,18,30
49,0,19,29
50,0,18,30
51,0,18,30
52,0,18,30
53,0,18,30
54,0,18,30
55,0,18,30
56,0,17,31
57,0,17,31
58,0,17,31
59,0,16,32
60,0,16,32
61,0,16,32
62,0,16,32
63,0,15,33
64,0,15,33
65,0,15,33
66,0,15,33
67,0,16,32
68,0,15,33
69,0,15,33
70,0,15,33
71,0,16,32
72,0,16,32
73,0,16,32
74,0,16,32
75,0,16,32
76,0,16,32
77,0,16,32
78,0,16,32
79,0,16,32
80,0,16,32
81,0,16,32
82,0,16,32
83,0,16,32
84,0,16,32
85,0,16,32
86,0,16,32
87,0,16,32
88,0,16,32
89,0,16,32
90,0,16,32
91,0,16,32
92,0,16,32
93,0,15,33
94,0,15,33
95,0,15,33
96,0,15,33
97,0,15,33
98,0,15,33
99,0,14,34
100,0,13,35
