Iteration,Cheesecake,Profiterole,Mudcake
1,0,9,7
2,0,9,4
3,0,8,3
4,0,9,1
5,0,8,1
6,0,9,0
7,0,6,0
8,0,8,0
9,0,8,0
10,0,7,0
