Iteration,Vehicle_ID,X,Y,Utility,Capacity,Neighbours
80,0,484,534,4.8197224362268,0,0,3
80,1,526,418,4.888196601125011,0,0,2
80,2,530,545,4.841886116991581,0,0,2
80,3,476,663,4.776393202250022,0,0,2
80,4,325,367,4.708452405257734,0,0,2
80,5,461,496,4.858578643762691,0,0,3
80,6,364,578,4.793844718719117,0,0,3
80,7,679,450,4.95,0,0,2
80,8,603,457,4.8197224362268,0,0,2
80,9,399,230,4.497506218943956,0,0,2
80,10,398,351,4.6958618734850885,0,0,3
80,11,428,539,4.9,0,0,2
80,12,490,572,4.95,0,0,3
80,13,525,541,0.0,1,0,2
80,14,614,514,4.679843788128358,0,0,2
80,15,470,545,4.95,0,0,3
80,16,445,374,4.888196601125011,0,0,3
80,17,615,314,4.8197224362268,0,0,2
80,18,564,486,4.8197224362268,0,0,3
80,19,419,286,4.8197224362268,0,0,3
80,20,354,466,4.776393202250022,0,0,2
80,21,492,379,4.841886116991581,0,0,3
80,22,480,550,4.95,0,0,3
80,23,501,299,4.888196601125011,0,0,2
80,24,498,457,5.0,0,0,3
80,25,453,375,4.95,0,0,3
80,26,674,571,4.929289321881345,0,0,2
80,27,296,598,4.745049024320361,0,0,2
80,28,430,550,4.929289321881345,0,0,3
80,29,640,459,4.9,0,0,2
80,30,681,648,4.646446609406726,0,0,2
80,31,417,430,4.888196601125011,0,0,2
80,32,647,495,4.9,0,0,3
80,33,435,373,4.793844718719117,0,0,2
80,34,507,566,4.888196601125011,0,0,3
80,35,535,540,4.929289321881345,0,0,2
80,36,429,368,4.888196601125011,0,0,3
80,37,519,332,4.8,0,0,3
80,38,387,453,4.888196601125011,0,0,2
80,39,583,529,4.793844718719117,0,0,2
80,40,528,451,0.0,1,0,1
80,41,572,305,0.0,1,0,2
80,42,383,307,0.0,1,0,2
80,43,366,611,0.0,1,0,2
80,44,743,540,0.0,1,0,2
80,45,675,683,0.0,1,0,2
80,46,545,365,0.0,1,0,2
80,47,348,445,0.0,1,0,2
80,48,471,416,0.0,1,0,2
80,49,600,457,0.0,1,0,2
80,50,527,537,4.9,0,0,2
80,51,250,481,0.0,1,0,2
80,52,329,526,0.0,1,0,2
80,53,750,457,0.0,1,0,2
80,54,378,454,0.0,1,0,2
80,55,336,563,0.0,1,0,2
80,56,786,473,0.0,1,0,2
80,57,318,487,0.0,1,0,2
80,58,619,286,0.0,1,0,2
80,59,480,381,0.0,1,0,2
80,60,521,775,0.0,1,0,2
80,61,441,626,0.0,1,0,2
80,62,387,473,0.0,1,0,2
80,63,609,459,0.0,1,0,2
80,64,554,511,0.0,1,0,2
80,65,502,767,0.0,1,0,2
80,66,496,400,0.0,1,0,2
80,67,532,633,0.0,1,0,2
80,68,542,511,0.0,1,0,2
80,69,478,619,0.0,1,0,2
80,70,395,486,0.0,1,0,2
80,71,408,491,0.0,1,0,2
80,72,535,502,0.0,1,0,2
80,73,477,483,0.0,1,0,2
80,74,429,397,0.0,1,0,2
80,75,487,580,0.0,1,0,2
80,76,562,554,0.0,1,0,2
80,77,628,511,0.0,1,0,2
80,78,494,431,0.0,1,0,2
80,79,495,660,0.0,1,0,2
80,80,561,625,0.0,1,0,2
80,81,637,750,0.0,1,0,2
80,82,430,561,0.0,1,0,2
80,83,420,663,0.0,1,0,2
80,84,686,692,0.0,1,0,2
80,85,646,416,0.0,1,0,2
80,86,754,554,0.0,1,0,2
80,87,479,624,0.0,1,0,2
80,88,409,324,0.0,1,0,2
80,89,581,599,0.0,1,0,2
80,90,544,574,0.0,1,0,2
80,91,689,199,0.0,1,0,2
80,92,321,475,0.0,1,0,2
80,93,638,686,0.0,1,0,2
80,94,521,559,0.0,1,0,2
80,95,638,212,0.0,1,0,2
80,96,580,575,0.0,1,0,2
80,97,550,644,0.0,1,0,2
80,98,576,412,0.0,1,0,2
80,99,586,548,0.0,1,0,3
80,100,689,323,0.0,1,0,3
80,101,761,276,0.0,1,0,3
80,102,565,718,0.0,1,0,3
80,103,658,632,0.0,1,0,3
80,104,625,372,0.0,1,0,3
80,105,560,638,0.0,1,0,3
