Iteration,Cheesecake,Profiterole,Mudcake
1,0,8,3
2,0,13,5
3,0,15,5
4,0,11,5
5,0,10,4
6,0,9,1
7,0,5,1
8,0,2,1
9,0,1,0
10,0,1,0
