Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
1,1,476,620,0.0,1,0,2
1,2,522,277,0.0,1,0,2
1,3,490,297,0.0,1,0,2
1,4,479,506,4.490098048640721,6,1,2
1,5,570,513,4.238422689413609,10,1,2
1,6,612,665,0.0,3,0,2
1,7,283,534,0.0,3,0,2
1,8,484,593,0.0,3,0,2
1,9,573,516,3.2244719095435297,10,1,2
1,10,474,675,0.0,2,0,2
1,11,445,721,0.0,1,0,2
1,12,338,521,0.0,4,0,2
1,13,638,473,3.8763897472877886,10,1,2
1,14,555,835,0.0,0,0,2
1,15,342,419,0.0,2,0,2
1,16,699,659,0.0,2,0,2
1,17,498,485,2.598958559291406,7,1,2
1,18,522,416,2.5317009905605032,6,1,2
1,19,594,441,3.770162612375115,9,1,2
1,20,391,615,0.0,4,0,2
1,21,586,356,0.0,2,0,2
1,22,612,103,0.0,0,0,2
1,23,488,560,0.0,4,0,2
1,24,491,595,0.0,4,0,2
1,25,531,635,0.0,3,0,2
1,26,480,470,0.0,5,0,2
1,27,424,639,0.0,2,0,2
1,28,536,536,1.9991667823752683,8,1,2
1,29,444,738,0.0,1,0,2
1,30,377,582,0.0,4,0,2
1,31,754,272,0.0,0,0,3
1,32,399,427,0.0,5,0,3
1,33,451,709,0.0,0,0,3
1,34,643,416,0.0,4,0,3
1,35,591,638,0.0,1,0,3
1,36,433,589,0.0,5,0,3
1,37,547,134,0.0,1,0,3
1,38,391,593,0.0,2,0,3
1,39,513,383,0.0,5,0,3
1,40,404,700,0.0,0,0,3
1,41,409,432,0.0,5,0,3
1,42,665,406,0.0,3,0,3
1,43,484,458,2.752779494575577,6,1,3
1,44,410,396,0.0,3,0,3
1,45,481,392,0.0,5,0,3
1,46,631,273,0.0,1,0,3
1,47,531,433,2.9499999999999997,6,1,3
1,48,407,327,0.0,1,0,3
1,49,570,513,0.0,3,0,3
1,50,516,457,1.87070295433623,7,1,3

