Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.6235580903619159,67,67.0%,22,22.0%,23,NaN,0,0.0,3.023743387664895,13,100.0,3.258861048026607,9,100.0
2,0.5115832003959522,57,56.99999999999999%,22,22.0%,23,NaN,0,0.0,2.043945928207448,13,100.0,3.3288711126382307,9,100.0
3,0.42375761550137,47,47.0%,17,17.0%,23,NaN,0,0.0,2.7099097090662485,13,100.0,1.2321056301677524,4,0.0
4,0.5213371004952669,57,56.99999999999999%,20,20.0%,22,NaN,0,0.0,2.9302914653023016,13,100.0,2.424316066557012,7,100.0
5,0.5934886688973627,65,65.0%,21,21.0%,22,NaN,0,0.0,2.8779918992201803,13,100.0,3.544709157013447,8,100.0
6,0.5429990296431509,63,63.0%,21,21.0%,22,NaN,0,0.0,2.886676547107516,13,100.0,2.808540628432128,8,100.0
7,0.3298738805242932,37,37.0%,16,16.0%,22,NaN,0,0.0,1.6799686457932703,12,100.0,1.8325377575585815,4,0.0
8,0.4045718393540254,41,41.0%,18,18.0%,19,NaN,0,0.0,2.176354375056321,11,100.0,3.1156066974732215,7,100.0
9,0.5015230072332448,49,49.0%,15,15.0%,19,NaN,0,0.0,3.236486730881873,10,100.0,2.9645722357509587,5,0.0
10,0.3995724741006861,34,34.0%,17,17.0%,19,NaN,0,0.0,2.3595840254427345,11,100.0,2.726901192606878,6,100.0
