Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.03316068588095109,1,1.0%,1,1.0%,13,NaN,0,0.0,0.5526780980158515,1,0.0,0.0,0,0.0
2,0.02101293391872851,1,1.0%,1,1.0%,11,NaN,0,0.0,0.4202586783745702,1,0.0,0.0,0,0.0
3,0.034717248284422075,1,1.0%,1,1.0%,9,NaN,0,0.0,0.8679312071105518,1,0.0,0.0,0,0.0
4,0.023980776337484622,1,1.0%,1,1.0%,7,NaN,0,0.0,0.7993592112494875,1,0.0,0.0,0,0.0
5,0.01756063348337394,1,1.0%,1,1.0%,5,NaN,0,0.0,0.8780316741686971,1,0.0,NaN,0,0.0
6,0.0,0,0.0%,0,0.0%,4,NaN,0,0.0,0.0,0,0.0,NaN,0,0.0
7,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
8,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
9,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
10,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
