Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.4533501911641358,41,41.0%,16,16.0%,19,NaN,0,0.0,3.1327002706939107,11,100.0,2.3346694015790783,5,0.0
2,0.46220386860205137,40,40.0%,17,17.0%,19,NaN,0,0.0,3.310486475939561,11,100.0,2.185920350134923,6,100.0
3,0.34040401415933486,37,37.0%,12,12.0%,19,NaN,0,0.0,2.523671957984983,10,100.0,1.467280306013943,2,0.0
4,0.3830590943341394,34,34.0%,13,13.0%,18,NaN,0,0.0,2.883545474055026,10,100.0,1.8940909385727367,3,0.0
5,0.36339061999601713,30,30.0%,13,13.0%,17,NaN,0,0.0,2.8285628841554518,10,100.0,2.0133582895117974,3,0.0
6,0.32559796402880586,22,22.0%,12,12.0%,17,NaN,0,0.0,2.567818565050434,10,100.0,1.7204026880940617,2,0.0
7,0.4141460552060998,39,39.0%,12,12.0%,16,NaN,0,0.0,3.7734643398854386,11,100.0,1.2266540405851971,1,0.0
8,0.3632290046501193,41,41.0%,13,13.0%,16,NaN,0,0.0,3.0998500799007953,12,100.0,1.1122747930515926,1,0.0
9,0.3371230589827149,33,33.0%,12,12.0%,15,NaN,0,0.0,2.930026852810579,11,100.0,1.4820105173551186,1,100.0
10,0.3120789307338907,36,36.0%,11,11.0%,14,NaN,0,0.0,2.837081188489915,11,100.0,NaN,0,0.0
