Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.9006126763471842,[D@15dcfae7,98.0%,98.0%,33.33333333333333%,49,49,49,147
2,4.136365557098976,[D@3da05287,98.0%,98.0%,27.22222222222222%,49,49,49,180
3,4.2963849634862346,[D@1e636ea3,98.0%,98.0%,27.22222222222222%,49,49,49,180
4,4.357084414240864,[D@115667d,98.0%,98.0%,27.22222222222222%,49,49,49,180
5,4.439447763539674,[D@736caf7a,98.0%,98.0%,27.22222222222222%,49,49,49,180
6,4.472225415199752,[D@4ce7fffa,98.0%,98.0%,27.22222222222222%,49,49,49,180
7,4.540916789532298,[D@497486b3,98.0%,98.0%,27.22222222222222%,49,49,49,180
8,4.568842437679453,[D@63f8276e,98.0%,98.0%,27.22222222222222%,49,49,49,180
9,4.571934067748205,[D@75f95314,98.0%,98.0%,27.22222222222222%,49,49,49,180
10,4.581444099280903,[D@6127a7e,98.0%,98.0%,27.22222222222222%,49,49,49,180
11,4.59034141290427,[D@6bbe2511,98.0%,98.0%,27.22222222222222%,49,49,49,180
12,4.59199429286261,[D@495fac5f,98.0%,98.0%,27.22222222222222%,49,49,49,180
13,4.604512400921493,[D@76012793,98.0%,98.0%,27.22222222222222%,49,49,49,180
14,4.612112028374317,[D@635572a7,98.0%,98.0%,27.22222222222222%,49,49,49,180
15,4.623571512751412,[D@79d94571,98.0%,98.0%,27.22222222222222%,49,49,49,180
16,4.628966507519588,[D@4dd02341,98.0%,98.0%,27.22222222222222%,49,49,49,180
17,4.628966507519588,[D@3212a8d7,98.0%,98.0%,27.22222222222222%,49,49,49,180
18,4.631620508255732,[D@7a1a3478,98.0%,98.0%,25.520833333333332%,49,49,49,192
19,4.647816890212816,[D@495b0487,98.0%,98.0%,25.520833333333332%,49,49,49,192
20,4.661168044144811,[D@55dfcc6,98.0%,98.0%,25.520833333333332%,49,49,49,192
21,4.668325330853805,[D@222eb8aa,98.0%,98.0%,25.520833333333332%,49,49,49,192
22,4.679533212497709,[D@93cf163,98.0%,98.0%,25.520833333333332%,49,49,49,192
23,4.69069263676725,[D@1852a3ff,98.0%,98.0%,25.520833333333332%,49,49,49,192
24,4.69069263676725,[D@7203c7ff,98.0%,98.0%,25.520833333333332%,49,49,49,192
25,4.692727140050809,[D@25bfcafd,98.0%,98.0%,25.520833333333332%,49,49,49,192
26,4.701968566771439,[D@4b6690c0,98.0%,98.0%,25.520833333333332%,49,49,49,192
27,4.704853109744125,[D@46268f08,98.0%,98.0%,25.520833333333332%,49,49,49,192
28,4.705503391283998,[D@2a76840c,98.0%,98.0%,25.520833333333332%,49,49,49,192
29,4.711899427397531,[D@71454b9d,98.0%,98.0%,25.520833333333332%,49,49,49,192
30,4.715126685311464,[D@eda25e5,98.0%,98.0%,25.520833333333332%,49,49,49,192
31,4.715126685311464,[D@7cf6a5f9,98.0%,98.0%,25.520833333333332%,49,49,49,192
32,4.7164605358468865,[D@623e088f,98.0%,98.0%,25.520833333333332%,49,49,49,192
33,4.724518708926273,[D@39fcbef6,98.0%,98.0%,25.520833333333332%,49,49,49,192
34,4.724518708926273,[D@66565121,98.0%,98.0%,25.520833333333332%,49,49,49,192
35,4.724518708926273,[D@2fc6f97f,98.0%,98.0%,25.520833333333332%,49,49,49,192
36,4.726754776903772,[D@3d2ee678,98.0%,98.0%,25.520833333333332%,49,49,49,192
37,4.735402941331672,[D@6179e425,98.0%,98.0%,25.520833333333332%,49,49,49,192
38,4.736820725458161,[D@35f26e72,98.0%,98.0%,25.520833333333332%,49,49,49,192
39,4.738760127269047,[D@2d6764b2,98.0%,98.0%,25.520833333333332%,49,49,49,192
40,4.738760127269047,[D@67304a40,98.0%,98.0%,25.520833333333332%,49,49,49,192
41,4.738760127269047,[D@49c6c24f,98.0%,98.0%,25.520833333333332%,49,49,49,192
42,4.745345913706674,[D@6fe1b4fb,98.0%,98.0%,25.520833333333332%,49,49,49,192
43,4.7513459137066745,[D@79351f41,98.0%,98.0%,25.520833333333332%,49,49,49,192
44,4.752345913706674,[D@1c32386d,98.0%,98.0%,25.520833333333332%,49,49,49,192
45,4.752345913706674,[D@6399551e,98.0%,98.0%,25.520833333333332%,49,49,49,192
46,4.755951464982139,[D@13d73fa,98.0%,98.0%,25.520833333333332%,49,49,49,192
47,4.756543824129385,[D@5023bb8b,98.0%,98.0%,25.520833333333332%,49,49,49,192
48,4.756543824129385,[D@5d5f10b2,98.0%,98.0%,25.520833333333332%,49,49,49,192
49,4.756543824129385,[D@74c79fa2,98.0%,98.0%,25.520833333333332%,49,49,49,192
50,4.756938272853921,[D@1e0f9063,98.0%,98.0%,25.520833333333332%,49,49,49,192
51,4.761639904076801,[D@53bd8fca,98.0%,98.0%,25.520833333333332%,49,49,49,192
52,4.761639904076801,[D@7642df8f,98.0%,98.0%,25.520833333333332%,49,49,49,192
53,4.763477626416632,[D@3e30646a,98.0%,98.0%,25.520833333333332%,49,49,49,192
54,4.764891839979005,[D@5cde6747,98.0%,98.0%,25.520833333333332%,49,49,49,192
55,4.764891839979005,[D@63a270c9,98.0%,98.0%,25.520833333333332%,49,49,49,192
56,4.764891839979005,[D@37c7595,98.0%,98.0%,25.520833333333332%,49,49,49,192
57,4.765477626416632,[D@3ed242a4,98.0%,98.0%,25.520833333333332%,49,49,49,192
58,4.765477626416632,[D@1199fe66,98.0%,98.0%,25.520833333333332%,49,49,49,192
59,4.765477626416632,[D@614df0a4,98.0%,98.0%,25.520833333333332%,49,49,49,192
60,4.765477626416632,[D@1fdf1c5,98.0%,98.0%,25.520833333333332%,49,49,49,192
61,4.765477626416632,[D@2d96543c,98.0%,98.0%,25.520833333333332%,49,49,49,192
62,4.76859219883492,[D@73a2e526,98.0%,98.0%,25.520833333333332%,49,49,49,192
63,4.769961682132884,[D@7d64e326,98.0%,98.0%,25.520833333333332%,49,49,49,192
64,4.769961682132884,[D@13f95696,98.0%,98.0%,25.520833333333332%,49,49,49,192
65,4.775209136831062,[D@cd1d761,98.0%,98.0%,25.520833333333332%,49,49,49,192
66,4.775209136831062,[D@68be8808,98.0%,98.0%,25.520833333333332%,49,49,49,192
67,4.778308156344655,[D@32193bea,98.0%,98.0%,25.520833333333332%,49,49,49,192
68,4.778308156344655,[D@6b8d96d9,98.0%,98.0%,25.520833333333332%,49,49,49,192
69,4.778594301638197,[D@69653e16,98.0%,98.0%,25.520833333333332%,49,49,49,192
70,4.781079583012435,[D@758705fa,98.0%,98.0%,25.520833333333332%,49,49,49,192
71,4.781079583012435,[D@ebaa6cb,98.0%,98.0%,25.520833333333332%,49,49,49,192
72,4.781079583012435,[D@906d29b,98.0%,98.0%,25.520833333333332%,49,49,49,192
73,4.782966620660552,[D@49d3c823,98.0%,98.0%,25.520833333333332%,49,49,49,192
74,4.782966620660552,[D@436bc36,98.0%,98.0%,25.520833333333332%,49,49,49,192
75,4.788966620660553,[D@5fe1ce85,98.0%,98.0%,25.520833333333332%,49,49,49,192
76,4.790804343000385,[D@604c5de8,98.0%,98.0%,25.520833333333332%,49,49,49,192
77,4.790804343000385,[D@37091312,98.0%,98.0%,25.520833333333332%,49,49,49,192
78,4.790804343000385,[D@66fdec9,98.0%,98.0%,25.520833333333332%,49,49,49,192
79,4.7918043430003845,[D@57abad67,98.0%,98.0%,25.520833333333332%,49,49,49,192
80,4.7918043430003845,[D@550a1967,98.0%,98.0%,25.520833333333332%,49,49,49,192
81,4.793218556562758,[D@2a640157,98.0%,98.0%,25.520833333333332%,49,49,49,192
82,4.794454624540258,[D@52851b44,98.0%,98.0%,25.520833333333332%,49,49,49,192
83,4.795543111883094,[D@584f54e6,98.0%,98.0%,25.520833333333332%,49,49,49,192
84,4.795543111883094,[D@5d8bafa9,98.0%,98.0%,25.520833333333332%,49,49,49,192
85,4.798950752735848,[D@576f63f6,98.0%,98.0%,25.520833333333332%,49,49,49,192
86,4.798950752735848,[D@2dca0d64,98.0%,98.0%,25.520833333333332%,49,49,49,192
87,4.798950752735848,[D@f80945f,98.0%,98.0%,25.520833333333332%,49,49,49,192
88,4.798950752735848,[D@ff684e1,98.0%,98.0%,25.520833333333332%,49,49,49,192
89,4.8020497722494415,[D@23aa363a,98.0%,98.0%,25.520833333333332%,49,49,49,192
90,4.852683792060651,[D@5ef6ae06,100.0%,100.0%,26.041666666666668%,50,50,50,192
91,4.852683792060651,[D@55dfebeb,100.0%,100.0%,25.906735751295333%,50,50,50,193
92,4.889011367439036,[D@6e35bc3d,100.0%,100.0%,25.906735751295333%,50,50,50,193
93,4.889011367439036,[D@1cdc4c27,100.0%,100.0%,25.906735751295333%,50,50,50,193
94,4.891851733222256,[D@77b14724,100.0%,100.0%,25.906735751295333%,50,50,50,193
