Iteration,Cheesecake,Profiterole,Mucake
1,1,21,27
2,0,24,25
3,0,24,25
4,0,24,25
5,0,24,25
6,0,23,26
7,1,23,25
8,1,23,25
9,1,25,23
10,1,26,22
11,1,25,23
12,1,26,22
13,0,28,21
14,0,27,22
15,0,26,23
16,0,26,23
17,0,26,23
18,0,27,22
19,0,27,22
20,0,26,23
21,0,26,23
22,0,27,22
23,0,26,23
24,0,26,23
25,0,25,24
26,0,25,24
27,0,24,25
28,0,26,23
29,0,26,23
30,0,26,23
31,0,26,23
32,0,26,23
33,0,25,24
34,0,25,24
35,0,25,24
36,0,25,24
37,0,23,26
38,0,22,27
39,0,20,29
40,0,20,29
41,0,20,29
42,0,23,26
43,0,22,27
44,0,21,28
45,0,21,28
46,0,21,28
47,0,21,28
48,0,21,28
49,0,21,28
50,0,20,29
51,0,19,30
52,0,19,30
53,0,19,30
54,0,20,29
55,0,20,29
56,0,20,29
57,0,19,30
58,0,19,30
59,0,19,30
60,0,19,30
61,0,19,30
62,0,19,30
63,0,19,30
64,0,19,30
65,0,21,28
66,0,21,28
67,0,20,29
68,0,20,29
69,0,19,30
70,0,19,30
71,0,19,30
72,0,19,30
73,0,20,29
74,0,20,29
75,0,20,29
76,0,21,28
77,0,21,28
78,0,21,28
79,0,21,28
80,0,21,28
81,0,21,28
82,0,21,28
83,0,21,28
84,0,21,28
85,0,21,28
86,0,21,28
87,0,21,28
88,0,21,28
89,0,22,27
90,0,23,27
91,0,23,27
92,0,22,28
93,0,22,28
94,0,22,28
95,0,22,28
96,0,22,28
97,0,22,28
98,0,23,27
99,0,24,26
100,0,24,26
