Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.3807177445413326,32,32.0%,16,16.0%,20,NaN,0,0.0,2.139739454897532,10,100.0,2.3820542721654197,6,0.0
2,0.5457812987075034,54,54.0%,18,18.0%,20,NaN,0,0.0,3.1355015468190564,11,100.0,3.3175877717942526,7,100.0
3,0.44080573561149217,49,49.0%,18,18.0%,20,NaN,0,0.0,2.9103382749768816,11,100.0,2.1395986873400568,7,100.0
4,0.45109889931492214,37,37.0%,19,19.0%,20,NaN,0,0.0,2.8401357184449507,11,100.0,2.3869332495775284,8,100.0
5,0.42393075098132044,46,46.0%,18,18.0%,20,NaN,0,0.0,2.5534702709640427,11,100.0,2.4083389126416597,7,100.0
6,0.4274152250358618,52,52.0%,18,18.0%,20,NaN,0,0.0,2.6938285775066504,11,100.0,2.2576052469313828,7,100.0
7,0.5727382759307101,59,59.0%,18,18.0%,20,NaN,0,0.0,3.5781208476059616,11,100.0,3.070374159573057,7,100.0
8,0.4468465277857412,56,56.00000000000001%,20,20.0%,21,NaN,0,0.0,2.791533331474432,12,100.0,1.9968265903364808,8,100.0
9,0.40907243992084263,49,49.0%,16,16.0%,20,NaN,0,0.0,2.9374575729823302,12,100.0,1.4325351148797714,4,0.0
10,0.5213303519436112,42,42.0%,18,18.0%,19,NaN,0,0.0,3.5254592635693687,12,100.0,2.670596659019611,6,100.0
