Iteration,Cheesecake,Profiterole,Mudcake
1,0,25,17
2,0,25,16
3,0,25,17
4,0,25,16
5,0,25,17
6,0,25,17
7,0,25,18
8,0,25,18
9,0,25,17
10,0,25,18
