Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,1.986467053287559,[D@6986852,57.99999999999999%,57.99999999999999%,22.83464566929134%,29,29,29,127
2,2.689244371164742,[D@1bab8268,68.0%,68.0%,24.46043165467626%,34,34,34,139
3,2.962845898781382,[D@a307a8c,72.0%,72.0%,26.666666666666668%,36,36,36,135
4,3.0491341168209756,[D@6e01f9b0,72.0%,72.0%,26.277372262773724%,36,36,36,137
5,3.1611124158182236,[D@2b9ed6da,74.0%,74.0%,27.00729927007299%,37,37,37,137
6,3.218698627517783,[D@6c61a903,74.0%,74.0%,26.811594202898554%,37,37,37,138
7,3.2476263498822773,[D@658c5a19,74.0%,74.0%,26.811594202898554%,37,37,37,138
8,3.29793747894756,[D@421e361,74.0%,74.0%,26.811594202898554%,37,37,37,138
9,3.3294282527728893,[D@59d4cd39,74.0%,74.0%,26.811594202898554%,37,37,37,138
10,3.4871711860275174,[D@389c4eb1,78.0%,78.0%,28.26086956521739%,39,39,39,138
11,3.5703616265094156,[D@3fc79729,78.0%,78.0%,27.857142857142858%,39,39,39,140
12,3.572712058828331,[D@34f6515b,78.0%,78.0%,27.857142857142858%,39,39,39,140
13,3.595394894027308,[D@4b34fff9,78.0%,78.0%,26.351351351351347%,39,39,39,148
14,3.597641105278543,[D@1187c9e8,78.0%,78.0%,26.351351351351347%,39,39,39,148
15,3.597641105278543,[D@127a7a2e,78.0%,78.0%,26.351351351351347%,39,39,39,148
16,3.7415644476499312,[D@14008db3,82.0%,82.0%,27.7027027027027%,41,41,41,148
17,3.7856586901333964,[D@78a773fd,82.0%,82.0%,27.333333333333332%,41,41,41,150
18,3.798133890839695,[D@57c03d88,82.0%,82.0%,27.333333333333332%,41,41,41,150
19,3.7997472997607753,[D@16aa8654,82.0%,82.0%,27.333333333333332%,41,41,41,150
20,3.8021417484853117,[D@6d7fc27,82.0%,82.0%,25.624999999999996%,41,41,41,160
21,3.8021417484853117,[D@45ac5f9b,82.0%,82.0%,25.624999999999996%,41,41,41,160
22,3.8115641594628538,[D@135606db,82.0%,82.0%,25.624999999999996%,41,41,41,160
23,3.8324671333243323,[D@518caac3,82.0%,82.0%,25.624999999999996%,41,41,41,160
24,3.8466837196479235,[D@68034211,82.0%,82.0%,25.624999999999996%,41,41,41,160
25,3.8629677299327327,[D@4f74980d,82.0%,82.0%,25.624999999999996%,41,41,41,160
26,3.8629677299327327,[D@6c372fe6,82.0%,82.0%,25.624999999999996%,41,41,41,160
27,3.8629677299327327,[D@58594a11,82.0%,82.0%,25.624999999999996%,41,41,41,160
28,3.8694332931781132,[D@2a3888c1,82.0%,82.0%,25.624999999999996%,41,41,41,160
29,3.8752301821666686,[D@4167d97b,82.0%,82.0%,25.624999999999996%,41,41,41,160
30,3.8831832665232984,[D@14fa86ae,82.0%,82.0%,25.624999999999996%,41,41,41,160
31,3.885014218418144,[D@6e15fe2,82.0%,82.0%,25.624999999999996%,41,41,41,160
32,3.8881276711875534,[D@68f1b17f,82.0%,82.0%,25.624999999999996%,41,41,41,160
33,3.8881276711875534,[D@1722011b,82.0%,82.0%,25.624999999999996%,41,41,41,160
34,3.8920884991530027,[D@57ad2aa7,82.0%,82.0%,25.624999999999996%,41,41,41,160
35,3.8947654600276382,[D@5b3f61ff,82.0%,82.0%,25.624999999999996%,41,41,41,160
36,3.8947654600276382,[D@3e2059ae,82.0%,82.0%,25.624999999999996%,41,41,41,160
37,3.8982375959826374,[D@398dada8,82.0%,82.0%,25.624999999999996%,41,41,41,160
38,3.8993203585129357,[D@7cb502c,82.0%,82.0%,25.624999999999996%,41,41,41,160
39,3.8993203585129357,[D@275bf9b3,82.0%,82.0%,25.624999999999996%,41,41,41,160
40,3.8993203585129357,[D@1b8a29df,82.0%,82.0%,25.624999999999996%,41,41,41,160
41,3.8997563200882643,[D@4fbe37eb,82.0%,82.0%,25.624999999999996%,41,41,41,160
42,3.90206797249295,[D@12a94400,82.0%,82.0%,25.624999999999996%,41,41,41,160
43,3.903595836537951,[D@6a47b187,82.0%,82.0%,25.624999999999996%,41,41,41,160
44,3.904522046220619,[D@2049a9c1,82.0%,82.0%,25.624999999999996%,41,41,41,160
45,3.9079251704580518,[D@1ef6d34c,82.0%,82.0%,25.624999999999996%,41,41,41,160
46,3.910174419266086,[D@46271dd6,82.0%,82.0%,25.624999999999996%,41,41,41,160
47,3.910932700514627,[D@11bb571c,82.0%,82.0%,25.624999999999996%,41,41,41,160
48,3.910932700514627,[D@7c51f34b,82.0%,82.0%,25.624999999999996%,41,41,41,160
49,3.914214027800233,[D@5495333e,82.0%,82.0%,25.624999999999996%,41,41,41,160
50,3.914214027800233,[D@2a225dd7,82.0%,82.0%,25.624999999999996%,41,41,41,160
51,3.914214027800233,[D@61eaec38,82.0%,82.0%,25.624999999999996%,41,41,41,160
52,3.914214027800233,[D@125290e5,82.0%,82.0%,25.624999999999996%,41,41,41,160
53,3.914214027800233,[D@6fa34d52,82.0%,82.0%,25.624999999999996%,41,41,41,160
54,3.914214027800233,[D@57576994,82.0%,82.0%,25.624999999999996%,41,41,41,160
55,3.914214027800233,[D@616ac46a,82.0%,82.0%,25.624999999999996%,41,41,41,160
