Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.5728540984553674,[D@6ab778a,88.0%,88.0%,28.75816993464052%,44,44,44,153
2,4.0518639000442525,[D@4e3958e7,94.0%,94.0%,25.96685082872928%,47,47,47,181
3,4.218318842139366,[D@77f80c04,94.0%,94.0%,27.647058823529413%,47,47,47,170
4,4.240369011515941,[D@1dac5ef,94.0%,94.0%,27.647058823529413%,47,47,47,170
5,4.35972854592283,[D@5c90e579,96.0%,96.0%,28.235294117647058%,48,48,48,170
6,4.361732196607682,[D@58ea606c,96.0%,96.0%,28.07017543859649%,48,48,48,171
7,4.410939021579756,[D@6f45df59,96.0%,96.0%,28.07017543859649%,48,48,48,171
8,4.430406750129552,[D@38e79ae3,96.0%,96.0%,28.07017543859649%,48,48,48,171
9,4.444427028023008,[D@63070bab,96.0%,96.0%,28.07017543859649%,48,48,48,171
10,4.456779449719651,[D@68e5eea7,96.0%,96.0%,28.07017543859649%,48,48,48,171
11,4.460330217844255,[D@291b4bf5,96.0%,96.0%,28.07017543859649%,48,48,48,171
12,4.477677748873467,[D@2d2ffcb7,96.0%,96.0%,26.229508196721312%,48,48,48,183
13,4.499715098340219,[D@762ef0ea,96.0%,96.0%,26.229508196721312%,48,48,48,183
14,4.5050387358360275,[D@31f9b85e,96.0%,96.0%,26.229508196721312%,48,48,48,183
15,4.517065721147957,[D@424e1977,96.0%,96.0%,26.229508196721312%,48,48,48,183
16,4.523012390939561,[D@10d68fcd,96.0%,96.0%,26.229508196721312%,48,48,48,183
17,4.526739543060246,[D@117e949d,96.0%,96.0%,26.229508196721312%,48,48,48,183
18,4.526739543060246,[D@6db9f5a4,96.0%,96.0%,26.229508196721312%,48,48,48,183
19,4.529207740113389,[D@5f8edcc5,96.0%,96.0%,26.229508196721312%,48,48,48,183
20,4.534819864098472,[D@7b02881e,96.0%,96.0%,26.229508196721312%,48,48,48,183
21,4.545451486357132,[D@1ebd319f,96.0%,96.0%,26.229508196721312%,48,48,48,183
22,4.555105543401524,[D@3c0be339,96.0%,96.0%,26.229508196721312%,48,48,48,183
23,4.565595715305798,[D@15ca7889,96.0%,96.0%,26.229508196721312%,48,48,48,183
24,4.604083966199792,[D@7a675056,98.0%,98.0%,26.775956284153008%,49,49,49,183
25,4.585677595580431,[D@d21a74c,96.0%,96.0%,26.229508196721312%,48,48,48,183
26,4.586677595580431,[D@6e509ffa,96.0%,96.0%,26.229508196721312%,48,48,48,183
27,4.5916619129067024,[D@2898ac89,96.0%,96.0%,26.229508196721312%,48,48,48,183
28,4.597180219873215,[D@683dbc2c,96.0%,96.0%,26.229508196721312%,48,48,48,183
29,4.599273046264599,[D@68267da0,96.0%,96.0%,26.229508196721312%,48,48,48,183
30,4.606108846077418,[D@2638011,96.0%,96.0%,26.229508196721312%,48,48,48,183
31,4.606108846077418,[D@6ff29830,96.0%,96.0%,26.229508196721312%,48,48,48,183
32,4.606544807652746,[D@6a2b953e,96.0%,96.0%,26.229508196721312%,48,48,48,183
33,4.69320314358862,[D@313b2ea6,98.0%,98.0%,26.775956284153008%,49,49,49,183
34,4.702237605451962,[D@2f465398,98.0%,98.0%,26.6304347826087%,49,49,49,184
35,4.705210132788037,[D@548e6d58,98.0%,98.0%,26.6304347826087%,49,49,49,184
36,4.70572768713819,[D@623a8092,98.0%,98.0%,26.6304347826087%,49,49,49,184
37,4.70572768713819,[D@a1cdc6d,98.0%,98.0%,26.6304347826087%,49,49,49,184
38,4.70572768713819,[D@175b9425,98.0%,98.0%,25.0%,49,49,49,196
39,4.710126230511225,[D@3098cf3b,98.0%,98.0%,25.0%,49,49,49,196
40,4.710126230511225,[D@610f7aa,98.0%,98.0%,25.0%,49,49,49,196
41,4.711208993041524,[D@6a03bcb1,98.0%,98.0%,25.0%,49,49,49,196
42,4.716153264951522,[D@21b2e768,98.0%,98.0%,25.0%,49,49,49,196
43,4.716153264951522,[D@57250572,98.0%,98.0%,25.0%,49,49,49,196
44,4.719030159325905,[D@5609159b,98.0%,98.0%,25.0%,49,49,49,196
45,4.719030159325905,[D@2118cddf,98.0%,98.0%,25.0%,49,49,49,196
46,4.724486391944905,[D@17a7f733,98.0%,98.0%,25.0%,49,49,49,196
47,4.724486391944905,[D@68567e20,98.0%,98.0%,25.0%,49,49,49,196
48,4.726421971952902,[D@76ed1b7c,98.0%,98.0%,25.0%,49,49,49,196
49,4.726421971952902,[D@11fc564b,98.0%,98.0%,25.0%,49,49,49,196
50,4.726421971952902,[D@394a2528,98.0%,98.0%,25.0%,49,49,49,196
51,4.728593544828156,[D@6236eb5f,98.0%,98.0%,25.0%,49,49,49,196
52,4.734925242772487,[D@7c1e2a9e,98.0%,98.0%,25.0%,49,49,49,196
53,4.734925242772487,[D@fa36558,98.0%,98.0%,25.0%,49,49,49,196
54,4.734925242772487,[D@672872e1,98.0%,98.0%,25.0%,49,49,49,196
55,4.734925242772487,[D@32910148,98.0%,98.0%,25.0%,49,49,49,196
56,4.734925242772487,[D@3f56875e,98.0%,98.0%,25.0%,49,49,49,196
57,4.73819409918784,[D@2b4bac49,98.0%,98.0%,25.0%,49,49,49,196
58,4.741095079674248,[D@fd07cbb,98.0%,98.0%,25.0%,49,49,49,196
59,4.743266652549502,[D@3571b748,98.0%,98.0%,25.0%,49,49,49,196
60,4.745872203824966,[D@3e96bacf,98.0%,98.0%,25.0%,49,49,49,196
61,4.745872203824966,[D@484970b0,98.0%,98.0%,25.0%,49,49,49,196
62,4.747901263877888,[D@4470f8a6,98.0%,98.0%,25.0%,49,49,49,196
63,4.74800028339148,[D@7c83dc97,98.0%,98.0%,25.0%,49,49,49,196
64,4.74800028339148,[D@7748410a,98.0%,98.0%,25.0%,49,49,49,196
65,4.74800028339148,[D@740773a3,98.0%,98.0%,25.0%,49,49,49,196
66,4.74800028339148,[D@37f1104d,98.0%,98.0%,25.0%,49,49,49,196
67,4.74800028339148,[D@55740540,98.0%,98.0%,25.0%,49,49,49,196
68,4.75518062327898,[D@60015ef5,98.0%,98.0%,25.0%,49,49,49,196
69,4.75518062327898,[D@2f54a33d,98.0%,98.0%,25.0%,49,49,49,196
70,4.7565501065769435,[D@1018bde2,98.0%,98.0%,25.0%,49,49,49,196
71,4.7565501065769435,[D@65b3f4a4,98.0%,98.0%,25.0%,49,49,49,196
72,4.7565501065769435,[D@f2ff811,98.0%,98.0%,25.0%,49,49,49,196
73,4.757550106576944,[D@568ff82,98.0%,98.0%,25.0%,49,49,49,196
74,4.757550106576944,[D@50caa560,98.0%,98.0%,25.0%,49,49,49,196
75,4.75837196099207,[D@2a266d09,98.0%,98.0%,25.0%,49,49,49,196
76,4.759786174554444,[D@5ab9e72c,98.0%,98.0%,25.0%,49,49,49,196
77,4.762786174554444,[D@186f8716,98.0%,98.0%,25.0%,49,49,49,196
78,4.833016403921297,[D@1d8bd0de,100.0%,100.0%,25.510204081632654%,50,50,50,196
79,4.83558632243422,[D@45ca843,100.0%,100.0%,25.380710659898476%,50,50,50,197
80,4.83558632243422,[D@11c9af63,100.0%,100.0%,25.380710659898476%,50,50,50,197
81,4.83558632243422,[D@757acd7b,100.0%,100.0%,25.380710659898476%,50,50,50,197
82,4.83558632243422,[D@36b4fe2a,100.0%,100.0%,25.380710659898476%,50,50,50,197
83,4.83558632243422,[D@574b560f,100.0%,100.0%,25.380710659898476%,50,50,50,197
84,4.83558632243422,[D@ba54932,100.0%,100.0%,25.380710659898476%,50,50,50,197
85,4.837000535996593,[D@28975c28,100.0%,100.0%,25.380710659898476%,50,50,50,197
86,4.837000535996593,[D@3943a2be,100.0%,100.0%,25.380710659898476%,50,50,50,197
87,4.837000535996593,[D@343570b7,100.0%,100.0%,25.380710659898476%,50,50,50,197
88,4.839904729449953,[D@157853da,100.0%,100.0%,25.380710659898476%,50,50,50,197
89,4.844900807758065,[D@71c3b41,100.0%,100.0%,25.380710659898476%,50,50,50,197
90,4.846270291056029,[D@236e3f4e,100.0%,100.0%,25.380710659898476%,50,50,50,197
91,4.846270291056029,[D@3cc1435c,100.0%,100.0%,25.380710659898476%,50,50,50,197
92,4.85959289588459,[D@6bf0219d,100.0%,100.0%,25.380710659898476%,50,50,50,197
93,4.85959289588459,[D@dd0c991,100.0%,100.0%,25.380710659898476%,50,50,50,197
94,4.85959289588459,[D@5f16132a,100.0%,100.0%,25.380710659898476%,50,50,50,197
95,4.85959289588459,[D@69fb6037,100.0%,100.0%,25.380710659898476%,50,50,50,197
96,4.85959289588459,[D@36d585c,100.0%,100.0%,25.380710659898476%,50,50,50,197
97,4.85959289588459,[D@87a85e1,100.0%,100.0%,25.380710659898476%,50,50,50,197
98,4.85959289588459,[D@671a5887,100.0%,100.0%,25.380710659898476%,50,50,50,197
99,4.85959289588459,[D@5552768b,100.0%,100.0%,25.380710659898476%,50,50,50,197
100,4.860828963862089,[D@3c947bc5,100.0%,100.0%,25.380710659898476%,50,50,50,197
