Iteration,Cheesecake,Profiterole,Mucake
1,0,17,19
2,1,21,18
3,2,17,22
4,1,18,22
5,1,16,25
6,0,18,24
7,0,18,24
8,0,19,24
9,0,19,24
10,0,19,24
11,0,18,25
12,0,19,25
13,0,19,25
14,0,19,25
15,0,19,25
16,0,19,25
17,0,19,25
18,0,19,26
19,1,20,24
20,1,20,24
21,1,20,24
22,1,22,23
23,1,23,22
24,1,22,23
25,1,23,22
26,1,24,21
27,1,24,22
28,1,23,23
29,1,23,23
30,1,23,23
31,1,23,23
32,1,24,22
33,1,23,23
34,1,24,22
35,1,24,22
36,1,24,22
37,1,23,23
38,1,23,23
39,1,23,23
40,1,23,24
41,1,23,24
42,1,23,24
43,1,23,24
44,1,23,24
45,1,23,24
46,1,22,25
47,1,22,25
48,1,22,25
49,1,22,25
50,1,24,23
51,1,24,23
52,1,24,23
53,1,22,25
54,1,22,25
55,1,23,24
56,1,24,23
57,1,24,23
58,1,24,23
59,1,24,23
60,1,24,23
61,1,24,23
62,1,24,23
63,1,24,23
64,1,23,24
65,1,23,24
66,1,23,24
67,1,23,24
68,1,22,25
69,1,23,24
70,1,23,24
71,1,22,25
72,1,22,25
73,1,22,25
74,1,22,25
75,1,23,24
76,1,23,24
77,1,23,24
78,1,23,24
79,1,23,24
80,1,23,24
81,1,24,23
82,1,24,23
83,1,25,22
84,1,25,22
85,1,25,22
86,1,25,22
87,1,25,22
88,1,25,22
89,1,24,23
90,1,24,23
91,1,23,24
92,1,23,24
93,1,23,24
94,1,23,24
95,1,23,24
96,1,23,24
97,1,23,24
98,1,24,23
99,1,24,24
100,1,24,24
