Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.441839456016278,40,40.0%,16,16.0%,18,NaN,0,0.0,2.552613857101598,9,100.0,3.535070147952235,7,100.0
2,0.38376601733281746,41,41.0%,17,17.0%,18,NaN,0,0.0,2.7563705164244596,10,100.0,2.261544514243601,7,100.0
3,0.45216867163289703,43,43.0%,17,17.0%,18,NaN,0,0.0,2.715283593418894,10,100.0,3.4632191370866123,7,100.0
4,0.4692398319781587,48,48.0%,17,17.0%,18,NaN,0,0.0,2.7354358056721733,10,100.0,3.717510157794384,7,100.0
5,0.45580351505774996,39,39.0%,17,17.0%,18,NaN,0,0.0,3.2353414249833055,10,100.0,2.743713113487542,7,100.0
6,0.3270404574096758,24,24.0%,14,14.000000000000002%,18,NaN,0,0.0,2.224333134772983,9,100.0,2.1141745880017893,5,0.0
7,0.4970183389431389,44,44.0%,17,17.0%,18,NaN,0,0.0,3.2602609295125844,10,100.0,3.3932475881167705,7,100.0
8,0.48281498745817814,41,41.0%,17,17.0%,18,NaN,0,0.0,2.6578728329862042,10,100.0,4.060107208156995,7,100.0
9,0.2800695207904178,33,33.0%,13,13.0%,18,NaN,0,0.0,2.1255952644212854,9,100.0,1.479432449875035,4,0.0
10,0.28848035746083417,22,22.0%,10,10.0%,17,NaN,0,0.0,2.304550438477779,7,0.0,1.6214163599566802,3,0.0
