Iteration,Cheesecake,Profiterole,Mudcake
1,0,9,7
2,0,10,7
3,0,10,7
4,0,10,7
5,0,10,7
6,0,9,5
7,0,10,7
8,0,10,7
9,0,9,4
10,0,7,3
