Iteration,Cheesecake,Profiterole,Mudcake
1,0,11,6
2,0,11,3
3,0,11,6
4,0,11,3
5,0,11,2
6,0,11,0
7,0,10,0
8,0,11,0
9,0,10,0
10,0,11,0
