Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.4350426291443391,39,39.0%,17,17.0%,19,NaN,0,0.0,2.802628403972415,11,100.0,2.579663145784959,6,100.0
2,0.3631616789267488,26,26.0%,14,14.000000000000002%,19,NaN,0,0.0,3.0468302137042063,11,100.0,0.9746442926054685,3,0.0
3,0.4752230704389195,48,48.0%,17,17.0%,18,NaN,0,0.0,2.942112368948867,11,100.0,3.6202366708806566,6,100.0
4,0.4037788992640945,33,33.0%,14,14.000000000000002%,18,NaN,0,0.0,3.2500987412928266,11,100.0,1.5753805026962373,3,0.0
5,0.31589977491435656,23,23.0%,13,13.0%,17,NaN,0,0.0,2.43893125960864,11,100.0,1.8001662238373126,2,0.0
6,0.24090207867703384,34,34.0%,11,11.0%,16,NaN,0,0.0,2.4090207867703386,11,100.0,0.0,0,0.0
7,0.24986969830218256,26,26.0%,10,10.0%,15,NaN,0,0.0,2.4986969830218255,10,100.0,0.0,0,0.0
8,0.2557925093722646,30,30.0%,11,11.0%,14,NaN,0,0.0,2.5579250937226456,11,100.0,0.0,0,0.0
9,0.26002203911104765,27,27.0%,10,10.0%,13,NaN,0,0.0,2.6002203911104766,10,100.0,NaN,0,0.0
10,0.28008408358635345,32,32.0%,11,11.0%,13,NaN,0,0.0,2.8008408358635344,11,100.0,NaN,0,0.0
