Iteration,Cheesecake,Profiterole,Mucake
1,0,26,17
2,0,23,21
3,0,27,17
4,0,29,16
5,0,31,14
6,0,31,14
7,0,34,11
8,0,32,14
9,0,33,13
10,1,32,13
11,1,32,13
12,2,32,12
13,2,33,11
14,2,31,13
15,1,29,16
16,1,28,17
17,1,27,18
18,1,26,19
19,1,27,18
20,1,26,19
21,1,26,19
22,1,25,20
23,1,24,21
24,1,24,21
25,1,22,23
26,1,21,24
27,1,21,24
28,1,20,25
29,1,21,24
30,1,19,26
31,1,18,27
32,1,17,28
33,1,17,28
34,1,17,28
35,1,17,28
36,1,18,27
37,1,19,26
38,1,17,28
39,1,17,28
40,1,18,27
41,1,17,28
42,1,17,28
43,1,18,27
44,1,19,26
45,1,19,26
46,1,19,26
47,1,19,26
48,1,19,26
49,1,19,26
50,1,21,24
51,1,21,24
52,1,21,24
53,1,20,25
54,0,20,26
55,0,19,27
56,0,19,27
57,0,19,27
58,0,19,27
59,0,20,26
60,0,21,25
61,0,21,25
62,0,23,23
63,0,24,22
64,0,23,23
65,0,23,23
66,0,23,23
67,0,23,23
68,0,23,23
69,0,24,22
70,0,24,22
71,0,24,22
72,0,24,22
73,0,24,22
74,0,24,22
75,0,25,21
76,0,25,21
77,0,25,21
78,0,25,21
79,0,25,21
80,0,25,21
81,0,24,22
82,0,24,22
83,0,24,22
84,0,24,22
85,0,24,22
86,0,25,21
87,0,25,21
88,0,25,21
89,0,25,21
90,0,25,21
91,0,24,22
92,0,23,23
93,0,23,23
94,0,23,23
95,0,23,23
96,0,23,23
97,0,23,23
98,0,23,23
99,0,22,24
100,0,22,24
