Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.7478811923092061,72,72.0%,32,32.0%,33,NaN,0,0.0,2.3621907873537222,19,100.0,2.6890570882128007,13,100.0
2,0.9005036670777821,79,79.0%,32,32.0%,33,NaN,0,0.0,3.0741497217289244,19,100.0,2.8929726430547955,13,100.0
3,0.7826244865143996,75,75.0%,30,30.0%,33,NaN,0,0.0,2.687544628014613,18,100.0,2.4905537789314094,12,100.0
4,0.865167406886578,76,76.0%,30,30.0%,33,NaN,0,0.0,3.017001038639423,18,100.0,2.6842268327623486,12,100.0
5,0.7074298538562169,72,72.0%,29,28.999999999999996%,33,NaN,0,0.0,2.597995709946524,18,100.0,1.998255217215356,11,0.0
6,0.8100210091430546,83,83.0%,30,30.0%,31,NaN,0,0.0,2.9200332133063136,19,100.0,2.84415030747918,11,100.0
7,0.7121420263118391,59,59.0%,28,28.000000000000004%,31,NaN,0,0.0,3.06744553394616,19,100.0,1.6000183020153045,9,0.0
8,0.7771041926991121,60,60.0%,27,27.0%,30,NaN,0,0.0,3.116941838005556,18,100.0,2.4006073539790247,9,100.0
9,0.7349066193274468,61,61.0%,28,28.000000000000004%,30,NaN,0,0.0,2.7856335079146888,19,100.0,2.5943620878089204,9,100.0
10,0.7121454554717471,72,72.0%,28,28.000000000000004%,30,NaN,0,0.0,2.76895310554489,19,100.0,2.374821071929634,9,100.0
