Iteration,Cheesecake,Profiterole,Mudcake
1,0,19,13
2,0,19,13
3,0,18,12
4,0,18,12
5,0,18,11
6,0,19,11
7,0,19,9
8,0,18,9
9,0,19,9
10,0,19,9
