Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.096715105187188,5,5.0%,5,5.0%,13,NaN,0,0.0,1.6119184197864664,5,0.0,0.0,0,0.0
2,0.05587838267021018,2,2.0%,2,2.0%,11,NaN,0,0.0,1.1175676534042036,2,0.0,0.0,0,0.0
3,0.05837868279981215,2,2.0%,2,2.0%,9,NaN,0,0.0,1.4594670699953036,2,0.0,0.0,0,0.0
4,0.026674852626403407,1,1.0%,1,1.0%,7,NaN,0,0.0,0.8891617542134469,1,0.0,0.0,0,0.0
5,0.03380586525929836,1,1.0%,1,1.0%,5,NaN,0,0.0,1.6902932629649179,1,0.0,NaN,0,0.0
6,0.02689020770322676,1,1.0%,1,1.0%,4,NaN,0,0.0,2.689020770322676,1,100.0,NaN,0,0.0
7,0.025842961688153903,1,1.0%,1,1.0%,4,NaN,0,0.0,2.5842961688153903,1,100.0,NaN,0,0.0
8,0.033094009937303284,1,1.0%,1,1.0%,4,NaN,0,0.0,3.3094009937303284,1,100.0,NaN,0,0.0
9,0.03714990272410361,1,1.0%,1,1.0%,4,NaN,0,0.0,3.7149902724103607,1,100.0,NaN,0,0.0
10,0.02718964051138167,1,1.0%,1,1.0%,4,NaN,0,0.0,2.718964051138167,1,100.0,NaN,0,0.0
